順位,特徴1,特徴2,ジャッカード係数,共通出現事例数,特徴1出現事例数,特徴2出現事例数,和集合事例数,対象事例数
522,白内障,調節,0.177215,14,15,78,79,7682
523,AED,教員,0.177143,31,100,106,175,7682
524,後日,通報,0.177083,17,85,28,96,7682
525,脳,障害,0.17663,65,92,341,368,7682
526,息,苦しい,0.176471,3,10,10,17,7682
527,折,歯科,0.176301,61,203,204,346,7682
528,側,反対,0.175824,32,170,44,182,7682
529,119,除,0.175824,16,26,81,91,7682
530,意識,車,0.175772,74,227,268,421,7682
531,後日,病院,0.175676,52,85,263,296,7682
532,実験,火,0.175439,10,45,22,57,7682
533,器,ＡＥＤ,0.175,14,69,25,80,7682
534,外傷,視力,0.174917,53,193,163,303,7682
535,保育,庭,0.174888,39,182,80,223,7682
536,サッカー,行動:球技,0.174766,187,463,794,1070,7682
537,強打,転倒,0.17473,307,810,1254,1757,7682
538,チーム,相手,0.174332,163,190,908,935,7682
539,呼吸,植込み,0.173913,20,60,75,115,7682
540,後日,要請,0.173913,20,85,50,115,7682
541,馬,馬跳び,0.173913,4,13,14,23,7682
542,割れる,窓,0.17377,53,192,166,305,7682
543,保育,園児,0.173684,33,182,41,190,7682
544,要請,車,0.173432,47,50,268,271,7682
545,練習,試合,0.173308,448,2068,965,2585,7682
546,原因物:乗り物,転倒,0.173233,277,622,1254,1599,7682
547,手術,残る,0.173057,167,335,797,965,7682
548,水泳,泳ぐ,0.17284,14,74,21,81,7682
549,失敗,着地,0.172775,33,67,157,191,7682
550,逃げる,鬼,0.172662,24,115,48,139,7682
551,腫れる,赤い,0.172414,5,24,10,29,7682
552,加える,折,0.172316,61,212,203,354,7682
553,通報,除,0.172043,16,28,81,93,7682
554,様子,見る,0.171569,35,73,166,204,7682
555,試合,選手,0.171564,181,965,271,1055,7682
556,バッター,バット,0.171233,50,134,208,292,7682
557,教員,蘇生,0.171233,25,106,65,146,7682
558,受傷機転:転倒,行動:移動,0.170742,419,1982,891,2454,7682
559,家庭,鍋,0.170732,7,24,24,41,7682
560,短縮,肢,0.170732,7,20,28,41,7682
561,119,細,0.170213,16,26,84,94,7682
562,バトン,リレー,0.169811,9,12,50,53,7682
563,受傷部位:顎顔面,強打,0.169769,301,1264,810,1773,7682
564,バット,素振り,0.169725,37,208,47,218,7682
565,残る,部,0.169542,452,797,2321,2666,7682
566,-,ICD,0.169492,10,12,57,59,7682
567,ベース,塁,0.168675,14,52,45,83,7682
568,",",除,0.168539,15,23,81,89,7682
569,119,動,0.168421,16,26,85,95,7682
570,119,後日,0.168421,16,26,85,95,7682
571,声,掛ける,0.168224,18,75,50,107,7682
572,０,１,0.168142,57,100,296,339,7682
573,当たる,行動:球技,0.168067,360,1708,794,2142,7682
574,サッカー,ボール,0.167973,300,463,1623,1786,7682
575,AED,停止,0.167832,24,100,67,143,7682
576,原因物:乗り物,受傷機転:転倒,0.167713,374,622,1982,2230,7682
577,外傷,減退,0.167286,45,193,121,269,7682
578,せる,受傷部位:下肢,0.167092,131,248,667,784,7682
579,せる,足,0.167092,131,248,667,784,7682
580,受傷機転:滑走,受傷部位:下肢,0.167035,151,388,667,904,7682
581,受傷機転:滑走,足,0.167035,151,388,667,904,7682
582,受傷部位:下肢,滑る,0.167035,151,667,388,904,7682
583,滑る,足,0.167035,151,388,667,904,7682
584,マット,倒立,0.166667,30,155,55,180,7682
585,底,飛び込み,0.166667,17,86,33,102,7682
586,細,通報,0.166667,16,84,28,96,7682
587,",",植込み,0.166667,14,23,75,84,7682
588,119,蘇生,0.166667,13,26,65,78,7682
589,下肢,短縮,0.166667,11,57,20,66,7682
590,ICD,S,0.166667,10,57,13,60,7682
591,巻き込む,機械,0.166667,10,46,24,60,7682
592,10,分間,0.166667,7,25,24,42,7682
593,せき柱,胸椎,0.166667,7,29,20,42,7682
594,結果,装着,0.166667,7,24,25,42,7682
595,冷やす,氷,0.166667,5,20,15,30,7682
596,横断,渡る,0.166667,5,11,24,30,7682
597,短縮,股関節,0.166667,5,20,15,30,7682
598,キック,ベースボール,0.166667,4,17,11,24,7682
599,タイム,測定,0.166667,4,11,17,24,7682
600,研究,製作,0.166667,4,14,14,24,7682
601,覚える,違和感,0.166667,4,10,18,24,7682
602,カンナ,電動,0.166667,3,11,10,18,7682
603,ローラー,整備,0.166667,3,10,11,18,7682
604,技術,木工,0.166667,3,10,11,18,7682
605,ネット,球,0.16573,59,180,235,356,7682
606,シャトル,スマッシュ,0.165354,21,109,39,127,7682
607,シャトル,ダブルス,0.165289,20,109,32,121,7682
608,倒れる,意識,0.165278,119,612,227,720,7682
609,下校,原因物:乗り物,0.165161,128,281,622,775,7682
610,動,通報,0.164948,16,85,28,97,7682
611,.,5,0.164835,15,28,78,91,7682
612,除,ＡＥＤ,0.164835,15,81,25,91,7682
613,呼吸,胸骨,0.164706,14,60,39,85,7682
614,AED,入院,0.164634,27,100,91,164,7682
615,心肺,搬送,0.164384,72,96,414,438,7682
616,左上,腕骨,0.164384,12,64,21,73,7682
617,昼食,時間,0.163743,140,173,822,855,7682
618,",",処置,0.163636,9,23,41,55,7682
619,心肺,ＡＥＤ,0.163462,17,96,25,104,7682
620,ICD,手術,0.163205,55,57,335,337,7682
621,",",細,0.163043,15,23,84,92,7682
622,バスケットボール,体育館,0.162953,117,273,562,718,7682
623,意識,救急,0.162749,90,227,416,553,7682
624,トス,バッティング,0.16263,47,57,279,289,7682
625,圧迫,腰椎,0.1625,13,73,20,80,7682
626,蘇生,通報,0.1625,13,65,28,80,7682
627,性,視力,0.162465,58,252,163,357,7682
628,網膜,視野,0.162162,18,38,91,111,7682
629,刃,盤,0.162162,6,27,16,37,7682
630,切る,割れる,0.161972,69,303,192,426,7682
631,割れる,受傷機転:切創,0.161972,69,192,303,426,7682
632,バレーボール,レシーブ,0.161765,22,118,40,136,7682
633,点,網膜,0.161765,11,41,38,68,7682
634,バドミントン,ラケット,0.161491,26,117,70,161,7682
635,当たる,野球,0.161446,335,1708,702,2075,7682
636,傷害結果:骨折,骨,0.16129,70,389,115,434,7682
637,骨,骨折,0.16129,70,115,389,434,7682
638,",",動,0.16129,15,23,85,93,7682
639,ピッチングマシン,マシン,0.16129,10,25,47,62,7682
640,こぼれる,調理,0.16129,5,13,23,31,7682
641,ワイヤー,張る,0.16129,5,13,23,31,7682
642,１,２,0.161017,95,296,389,590,7682
643,瞳,視力,0.161017,38,111,163,236,7682
644,圧迫,要請,0.160377,17,73,50,106,7682
645,散る,視力,0.160338,38,112,163,237,7682
646,感覚,障害,0.160112,57,72,341,356,7682
647,動,呼吸,0.16,20,85,60,125,7682
648,処置,植込み,0.16,16,41,75,100,7682
649,セット,駆け付ける,0.16,4,13,16,25,7682
650,受傷機転:転落,階,0.159763,81,454,134,507,7682
651,前額,痕,0.159696,42,146,159,263,7682
652,器,番,0.159574,15,69,40,94,7682
653,細,ＡＥＤ,0.159574,15,84,25,94,7682
654,瞳,調節,0.159509,26,111,78,163,7682
655,入院,器,0.15942,22,91,69,138,7682
656,原因物:乗り物,道路,0.159124,109,622,172,685,7682
657,パイプ,鉄,0.159091,7,21,30,44,7682
658,場,部,0.159017,440,886,2321,2767,7682
659,出場,大会,0.158654,33,67,174,208,7682
660,散る,調節,0.158537,26,112,78,164,7682
661,れる,原因物:乗り物,0.158205,268,1340,622,1694,7682
662,眼,野球,0.158147,297,1473,702,1878,7682
663,ティー,バッティング,0.158076,46,58,279,291,7682
664,ドア,割れる,0.157895,45,138,192,285,7682
665,動,ＡＥＤ,0.157895,15,85,25,95,7682
666,後日,ＡＥＤ,0.157895,15,85,25,95,7682
667,入水,飛び込み,0.157895,6,11,33,38,7682
668,判明,原因,0.157895,3,10,12,19,7682
669,後部,荷台,0.157895,3,12,10,19,7682
670,手押し,木工,0.157895,3,11,11,19,7682
671,教員,植え込む,0.15748,20,106,41,127,7682
672,傷害結果:熱傷,火,0.156863,8,37,22,51,7682
673,引火,理科,0.156863,8,17,42,51,7682
674,火,熱傷,0.156863,8,22,37,51,7682
675,四肢,脳,0.156522,18,41,92,115,7682
676,ブランコ,原因物:遊具,0.15625,30,30,192,192,7682
677,入院,救命,0.15625,15,91,20,96,7682
678,ランドセル,背負う,0.15625,5,21,16,32,7682
679,文化,発表,0.15625,5,26,11,32,7682
680,前額,線,0.156134,42,146,165,269,7682
681,意識,細,0.156134,42,227,84,269,7682
682,器,救命,0.155844,12,69,20,77,7682
683,フライ,捕る,0.155779,31,57,173,199,7682
684,うし,向き,0.155738,19,111,30,122,7682
685,受傷機転:転倒,強打,0.155629,376,1982,810,2416,7682
686,下校,道路,0.155612,61,281,172,392,7682
687,動,意識,0.155556,42,85,227,270,7682
688,製,金属,0.155556,14,56,48,90,7682
689,生活,糸,0.155556,7,42,10,45,7682
690,指,挟む,0.155172,54,254,148,348,7682
691,受傷機転:転倒,受傷部位:顎顔面,0.15516,436,1982,1264,2810,7682
692,体育,体育館,0.155008,195,891,562,1258,7682
693,器,心室,0.15493,11,69,13,71,7682
694,心室,細,0.154762,13,13,84,84,7682
695,切断,指,0.154605,47,97,254,304,7682
696,鬼,鬼ごっこ,0.154589,32,48,191,207,7682
697,睾丸,股間,0.154472,19,45,97,123,7682
698,原因物:スポーツ用具,直撃,0.154433,324,1934,488,2098,7682
699,失う,機能,0.154255,58,212,222,376,7682
700,試合,部,0.154197,439,965,2321,2847,7682
701,０,５,0.154185,35,100,162,227,7682
702,強打,顔面,0.154182,247,810,1039,1602,7682
703,AED,救命,0.153846,16,100,20,104,7682
704,傷害結果:熱傷,調理,0.153846,8,37,23,52,7682
705,植え込む,養護,0.153846,8,41,19,52,7682
706,熱傷,調理,0.153846,8,37,23,52,7682
707,km,地点,0.153846,4,10,20,26,7682
708,到着,隊,0.153846,4,20,10,26,7682
709,振盪,黄,0.153846,4,11,19,26,7682
710,意識,除,0.153558,41,227,81,267,7682
711,植え込む,車,0.152985,41,41,268,268,7682
712,動,心室,0.152941,13,85,13,85,7682
713,手術,瘢痕,0.1527,82,335,284,537,7682
714,意識,植込み,0.152672,40,227,75,262,7682
715,減退,狭窄,0.152672,20,121,30,131,7682
716,ファースト,守る,0.152542,9,23,45,59,7682
717,後日,搬送,0.152425,66,85,414,433,7682
718,番,除,0.152381,16,40,81,105,7682
719,呼吸,細,0.152,19,60,84,125,7682
720,植込み,駆け付ける,0.151899,12,75,16,79,7682
721,片,高次,0.151899,12,28,63,79,7682
722,AED,救急,0.151786,68,100,416,448,7682
723,動,救急,0.151724,66,85,416,435,7682
724,跳び箱,開,0.151515,5,23,15,33,7682
725,器,教員,0.151316,23,69,106,152,7682
726,きれる,支える,0.150943,24,111,72,159,7682
727,AED,手術,0.150794,57,100,335,378,7682
728,嘔吐,頭痛,0.150685,11,35,49,73,7682
729,受傷部位:眼,野球,0.150219,309,1664,702,2057,7682
730,飛び込み台,飛び込む,0.15,9,10,59,60,7682
731,受診,残る,0.149573,140,279,797,936,7682
732,れる,残る,0.149543,278,1340,797,1859,7682
733,",",AED,0.149533,16,23,100,107,7682
734,一部,指,0.149466,42,69,254,281,7682
735,救急,細,0.149425,65,416,84,435,7682
736,実習,家庭,0.149425,13,76,24,87,7682
737,前歯,歯科,0.149398,124,750,204,830,7682
738,場,野球,0.149059,206,886,702,1382,7682
739,治療,車,0.149013,83,372,268,557,7682
740,狭窄,調節,0.148936,14,30,78,94,7682
741,傷害結果:熱傷,引火,0.148936,7,37,17,47,7682
742,引火,熱傷,0.148936,7,17,37,47,7682
743,前額,状,0.148789,43,146,186,289,7682
744,受傷部位:歯牙,歯科,0.148712,127,777,204,854,7682
745,技,柔道,0.148571,26,80,121,175,7682
746,前歯,補綴,0.148551,123,750,201,828,7682
747,ろ,向き,0.148438,19,117,30,128,7682
748,外傷,調節,0.148305,35,193,78,236,7682
749,倒れる,病院,0.148294,113,612,263,762,7682
750,蘇生,車,0.148276,43,65,268,290,7682
751,番,細,0.148148,16,40,84,108,7682
752,圧迫,胸椎,0.148148,12,73,20,81,7682
753,めまい,液,0.148148,4,20,11,27,7682
754,アルミ,作り,0.148148,4,15,16,27,7682
755,バッティングマシーン,マシーン,0.148148,4,17,14,27,7682
756,冷やす,患部,0.148148,4,20,11,27,7682
757,吹く,風,0.148148,4,18,13,27,7682
758,振盪,斑,0.148148,4,11,20,27,7682
759,耳鳴り,聞こえる,0.148148,4,17,14,27,7682
760,受傷部位:歯牙,補綴,0.147887,126,777,201,852,7682
761,ICD,教員,0.147887,21,57,106,142,7682
762,ボール,相手,0.147846,326,1623,908,2205,7682
763,救急,除,0.147806,64,416,81,433,7682
764,ラケット,振る,0.147783,30,70,163,203,7682
765,性,減退,0.147692,48,252,121,325,7682
766,受傷部位:顎顔面,転倒,0.147675,324,1264,1254,2194,7682
767,倒れる,搬送,0.147651,132,612,414,894,7682
768,スキー,斜面,0.147541,9,41,29,61,7682
769,受傷機転:転倒,走る,0.147373,345,1982,704,2341,7682
770,左上,腕,0.147239,24,64,123,163,7682
771,回,要請,0.147059,20,106,50,136,7682
772,中心,網膜,0.147059,10,40,38,68,7682
773,挟む,間,0.146953,41,148,172,279,7682
774,ドア,開ける,0.146893,26,138,65,177,7682
775,受診,性,0.146868,68,279,252,463,7682
776,下り坂,走行,0.146789,16,71,54,109,7682
777,動,番,0.146789,16,85,40,109,7682
778,後日,番,0.146789,16,85,40,109,7682
779,入院,除,0.146667,22,91,81,150,7682
780,教諭,ＡＥＤ,0.146667,11,61,25,75,7682
781,科,調理,0.146667,11,63,23,75,7682
782,前歯,加える,0.146603,123,750,212,839,7682
783,直撃,野球,0.146435,152,488,702,1038,7682
784,呼吸,除,0.146341,18,60,81,123,7682
785,心室,除,0.146341,12,13,81,82,7682
786,",",分間,0.146341,6,23,24,41,7682
787,器,車,0.146259,43,69,268,294,7682
788,加える,受傷部位:歯牙,0.146002,126,212,777,863,7682
789,受診,手術,0.145522,78,279,335,536,7682
790,挫傷,脳,0.145455,16,34,92,110,7682
791,精巣,股間,0.145455,16,29,97,110,7682
792,バッティング,ピッチャー,0.145349,50,279,115,344,7682
793,域,残存,0.145228,35,35,241,241,7682
794,ガラス,戸,0.145038,38,254,46,262,7682
795,性,治療,0.144954,79,252,372,545,7682
796,並ぶ,列,0.144928,10,54,25,69,7682
797,イレギュラー,ノック,0.14486,31,56,189,214,7682
798,cm,さ,0.144828,21,42,124,145,7682
799,受傷部位:下肢,転倒,0.144815,243,667,1254,1678,7682
800,足,転倒,0.144815,243,667,1254,1678,7682
801,ゴール,ポスト,0.144737,22,152,22,152,7682
802,水中,水泳,0.144737,11,13,74,76,7682
803,AED,回,0.144444,26,100,106,180,7682
804,位,端,0.144231,15,54,65,104,7682
805,サッカー,原因物:スポーツ用具,0.144153,302,463,1934,2095,7682
806,制限,残存,0.144033,35,37,241,243,7682
807,後日,救急,0.143836,63,85,416,438,7682
808,入院,細,0.143791,22,91,84,153,7682
809,口,昇降,0.143426,72,490,84,502,7682
810,マット,着地,0.142857,39,155,157,273,7682
811,入院,動,0.142857,22,91,85,154,7682
812,片,脳,0.142857,15,28,92,105,7682
813,片,麻痺,0.142857,15,28,92,105,7682
814,救命,細,0.142857,13,20,84,91,7682
815,暗い,網膜,0.142857,10,42,38,70,7682
816,四肢,髄,0.142857,7,41,15,49,7682
817,ステージ,フロア,0.142857,6,31,17,42,7682
818,減じる,角膜,0.142857,6,37,11,42,7682
819,お湯,鍋,0.142857,5,16,24,35,7682
820,家庭,熱湯,0.142857,5,24,16,35,7682
821,機械,盤,0.142857,5,24,16,35,7682
822,やけど,引火,0.142857,4,15,17,28,7682
823,房,黄,0.142857,4,13,19,28,7682
824,めがける,投げつける,0.142857,3,14,10,21,7682
825,もと,監督,0.142857,3,14,10,21,7682
826,サッシ,レール,0.142857,3,13,11,21,7682
827,マッサージ,人工,0.142857,3,13,11,21,7682
828,丸,製作,0.142857,3,10,14,21,7682
829,入水,水中,0.142857,3,11,13,21,7682
830,刈り,受け身,0.142857,3,12,12,21,7682
831,制作,木工,0.142857,3,13,11,21,7682
832,技術,製作,0.142857,3,10,14,21,7682
833,性,障害,0.142582,74,252,341,519,7682
834,負傷,部,0.142486,493,1632,2321,3460,7682
835,教員,病院,0.142415,46,106,263,323,7682
836,可動,残存,0.142276,35,40,241,246,7682
837,運動,部,0.141919,389,809,2321,2741,7682
838,中指,切断,0.141892,21,72,97,148,7682
839,底,飛び込む,0.141732,18,86,59,127,7682
840,サッカー,相手,0.141549,170,463,908,1201,7682
841,原因物:スポーツ用具,打つ,0.141385,343,1934,835,2426,7682
842,動,救命,0.141304,13,85,20,92,7682
843,番,蘇生,0.141304,13,40,65,92,7682
844,ホームルーム,学級,0.141176,12,22,75,85,7682
845,除,駆け付ける,0.141176,12,81,16,85,7682
846,窓,転落,0.14094,42,166,174,298,7682
847,硬い,高次,0.140845,10,18,63,71,7682
848,蘇生,駆け付ける,0.140845,10,65,16,71,7682
849,ゲーム,形式,0.140704,28,135,92,199,7682
850,運動,野球,0.140377,186,809,702,1325,7682
851,教員,車,0.140244,46,106,268,328,7682
852,シャトル,ラケット,0.140127,22,109,70,157,7682
853,ジャンプ,着地,0.140097,29,79,157,207,7682
854,四肢,頚,0.14,7,41,16,50,7682
855,治療,運動,0.139961,145,372,809,1036,7682
856,切断,挟む,0.139535,30,97,148,215,7682
857,後日,心室,0.139535,12,85,13,86,7682
858,せき柱,腰椎,0.139535,6,29,20,43,7682
859,スタート,地点,0.139535,6,29,20,43,7682
860,ない,反応,0.139344,17,103,36,122,7682
861,実習,科,0.139344,17,76,63,122,7682
862,外傷,残る,0.139241,121,193,797,869,7682
863,いす,椅子,0.139241,11,34,56,79,7682
864,睾丸,破裂,0.139241,11,45,45,79,7682
865,折れる,本,0.139165,70,176,397,503,7682
866,ボール,蹴る,0.139077,247,1623,400,1776,7682
867,前輪,自転車,0.138958,56,66,393,403,7682
868,呼吸,意識,0.138889,35,60,227,252,7682
869,割れる,破片,0.138889,30,192,54,216,7682
870,家庭,引火,0.138889,5,24,17,36,7682
871,れる,受傷機転:転倒,0.138841,405,1340,1982,2917,7682
872,直撃,眼,0.138792,239,488,1473,1722,7682
873,柔道,畳,0.138686,19,121,35,137,7682
874,ティー,トス,0.138614,14,58,57,101,7682
875,ひっかく,傷,0.138298,13,41,66,94,7682
876,原因物:スポーツ用具,相手,0.138166,345,1934,908,2497,7682
877,バランス,転倒,0.138129,217,534,1254,1571,7682
878,行動:移動,転倒,0.137931,260,891,1254,1885,7682
879,ない,意識,0.137931,40,103,227,290,7682
880,大腿,骨,0.137931,28,116,115,203,7682
881,幹部,腕骨,0.137931,4,12,21,29,7682
882,房,斑,0.137931,4,13,20,29,7682
883,機能,麻痺,0.137681,38,222,92,276,7682
884,身体,高次,0.137681,19,94,63,138,7682
885,膜,高次,0.1375,11,28,63,80,7682
886,下肢,麻痺,0.137405,18,57,92,131,7682
887,受傷機転:転倒,受傷部位:下肢,0.137398,320,1982,667,2329,7682
888,受傷機転:転倒,足,0.137398,320,1982,667,2329,7682
889,減退,瞳,0.137255,28,121,111,204,7682
890,傷害結果:骨折,残存,0.137184,76,389,241,554,7682
891,残存,骨折,0.137184,76,241,389,554,7682
892,AED,処置,0.137097,17,100,41,124,7682
893,マット,行動:運動,0.136986,30,155,94,219,7682
894,マット,跳ぶ,0.136986,30,155,94,219,7682
895,分,程度,0.136842,13,70,38,95,7682
896,視力,調節,0.136792,29,163,78,212,7682
897,呼吸,圧迫,0.136752,16,60,73,117,7682
898,傷害結果:骨折,眼窩,0.136709,54,389,60,395,7682
899,眼窩,骨折,0.136709,54,60,389,395,7682
900,散る,減退,0.136585,28,112,121,205,7682
901,細,駆け付ける,0.136364,12,84,16,88,7682
902,km,マラソン,0.136364,3,10,15,22,7682
903,カンナ,研究,0.136364,3,11,14,22,7682
904,手押し,製作,0.136364,3,11,14,22,7682
905,砂場,走り幅跳び,0.136364,3,13,12,22,7682
906,れる,治療,0.136032,205,1340,372,1507,7682
907,ソフトボール,バッター,0.136029,37,175,134,272,7682
908,入院,手術,0.136,51,91,335,375,7682
909,力,白内障,0.135922,14,102,15,103,7682
910,耳,聴力,0.135922,14,100,17,103,7682
911,",",器,0.135802,11,23,69,81,7682
912,原因物:スポーツ用具,負傷,0.135669,426,1934,1632,3140,7682
913,器,蘇生,0.135593,16,69,65,118,7682
914,当たる,試合,0.135514,319,1708,965,2354,7682
915,チーム,選手,0.135468,55,190,271,406,7682
916,ハンドル,自転車,0.135468,55,68,393,406,7682
917,自転車,衝突対象:自転車部品,0.135468,55,393,68,406,7682
918,眼球,瞳,0.135417,26,107,111,192,7682
919,受傷機転:衝突,走る,0.135409,174,755,704,1285,7682
920,受傷機転:衝突,行動:移動,0.135172,196,755,891,1450,7682
921,サッカー,試合,0.135135,170,463,965,1258,7682
922,学習,総合,0.135135,15,90,36,111,7682
923,作る,傷害結果:熱傷,0.135135,10,47,37,74,7682
924,作る,熱傷,0.135135,10,47,37,74,7682
925,刃,加工,0.135135,5,27,15,37,7682
926,友人,時間,0.135034,180,691,822,1333,7682
927,衝突対象:階段,階,0.134948,39,194,134,289,7682
928,階,階段,0.134948,39,134,194,289,7682
929,動,駆け付ける,0.134831,12,85,16,89,7682
930,後日,駆け付ける,0.134831,12,85,16,89,7682
931,救命,除,0.134831,12,20,81,89,7682
932,前歯,折れる,0.134804,110,750,176,816,7682
933,傷害結果:骨折,手術,0.134796,86,389,335,638,7682
934,手術,骨折,0.134796,86,335,389,638,7682
935,ノック,捕る,0.134796,43,189,173,319,7682
936,散る,眼球,0.134715,26,112,107,193,7682
937,傷,爪,0.134615,14,66,52,104,7682
938,下る,坂,0.134615,7,39,20,52,7682
939,崩す,転倒,0.134443,210,518,1254,1562,7682
940,守備,捕る,0.134426,41,173,173,305,7682
941,側溝,蓋,0.134328,9,56,20,67,7682
942,ひっかく,爪,0.134146,11,41,52,82,7682
943,中指,挟む,0.134021,26,72,148,194,7682
944,処置,器,0.134021,13,41,69,97,7682
945,硬い,脳,0.134021,13,18,92,97,7682
946,受傷機転:転倒,顔面,0.134009,357,1982,1039,2664,7682
947,時間,特定,0.13382,110,822,110,822,7682
948,指,機能,0.133333,56,254,222,420,7682
949,ブレーキ,前輪,0.133333,14,53,66,105,7682
950,作業,機械,0.133333,14,95,24,105,7682
951,.,8,0.133333,6,28,23,45,7682
