順位,品詞,基本形,出現回数,出現事例数
1765,名詞,デッキ,11,8
1766,名詞,ポット,11,8
1767,名詞,立て,11,8
1768,名詞,陥没,11,8
1769,名詞,しっぽ,10,8
1770,名詞,エプロン,10,8
1771,名詞,スイッチ,10,8
1772,名詞,ムカデ,10,8
1773,名詞,台風,10,8
1774,名詞,布,10,8
1775,名詞,庇,10,8
1776,名詞,棟,10,8
1777,名詞,楽器,10,8
1778,名詞,輪ゴム,10,8
1779,名詞,12,9,8
1780,名詞,mm,9,8
1781,名詞,まわり,9,8
1782,名詞,ゴミ,9,8
1783,名詞,シャワー,9,8
1784,名詞,ビニール,9,8
1785,名詞,三塁手,9,8
1786,名詞,不全,9,8
1787,動詞,仕掛ける,9,8
1788,動詞,付き添う,9,8
1789,名詞,作品,9,8
1790,動詞,削る,9,8
1791,名詞,前衛,9,8
1792,動詞,取り上げる,9,8
1793,名詞,名前,9,8
1794,動詞,呼び掛ける,9,8
1795,動詞,引っぱる,9,8
1796,名詞,打順,9,8
1797,動詞,替える,9,8
1798,名詞,湿布,9,8
1799,形容詞,無い,9,8
1800,名詞,爆発,9,8
1801,名詞,脾臓,9,8
1802,名詞,腹筋,9,8
1803,動詞,起こる,9,8
1804,名詞,跳躍,9,8
1805,名詞,鉄柱,9,8
1806,名詞,雲,9,8
1807,名詞,靴箱,9,8
1808,名詞,駅伝,9,8
1809,名詞,200,8,8
1810,動詞,かすめる,8,8
1811,動詞,かぶる,8,8
1812,動詞,からまる,8,8
1813,動詞,すくう,8,8
1814,名詞,つもり,8,8
1815,名詞,とり,8,8
1816,動詞,のける,8,8
1817,動詞,ふる,8,8
1818,名詞,まね,8,8
1819,形容詞,やすい,8,8
1820,名詞,クロール,8,8
1821,名詞,コントロール,8,8
1822,名詞,バトミントン,8,8
1823,名詞,マンホール,8,8
1824,名詞,ミーティング,8,8
1825,名詞,ルーム,8,8
1826,名詞,一時,8,8
1827,名詞,上前,8,8
1828,名詞,下り,8,8
1829,名詞,不意,8,8
1830,名詞,人さし指,8,8
1831,名詞,信号,8,8
1832,名詞,切り,8,8
1833,動詞,受け止める,8,8
1834,動詞,合わせる,8,8
1835,動詞,含める,8,8
1836,動詞,呼び出す,8,8
1837,名詞,喉,8,8
1838,名詞,土手,8,8
1839,名詞,基礎,8,8
1840,名詞,夕方,8,8
1841,動詞,嫌がる,8,8
1842,名詞,往復,8,8
1843,名詞,後半,8,8
1844,名詞,悪化,8,8
1845,名詞,手の甲,8,8
1846,名詞,打撲傷,8,8
1847,名詞,抵抗,8,8
1848,動詞,捨てる,8,8
1849,名詞,掌,8,8
1850,名詞,接近,8,8
1851,動詞,攻める,8,8
1852,名詞,散歩,8,8
1853,名詞,普段,8,8
1854,名詞,末節,8,8
1855,名詞,本塁,8,8
1856,名詞,格好,8,8
1857,名詞,植え込み,8,8
1858,名詞,楽しみ,8,8
1859,名詞,橋,8,8
1860,名詞,母,8,8
1861,動詞,消す,8,8
1862,動詞,着替える,8,8
1863,名詞,研修,8,8
1864,名詞,硝子,8,8
1865,名詞,硬球,8,8
1866,名詞,確保,8,8
1867,名詞,神経症,8,8
1868,名詞,突風,8,8
1869,名詞,競り合い,8,8
1870,名詞,継続,8,8
1871,名詞,緊急,8,8
1872,名詞,職場,8,8
1873,名詞,背もたれ,8,8
1874,名詞,脈拍,8,8
1875,名詞,自習,8,8
1876,名詞,裾,8,8
1877,名詞,言語,8,8
1878,名詞,説明,8,8
1879,名詞,誰,8,8
1880,名詞,課外,8,8
1881,名詞,負荷,8,8
1882,動詞,貼る,8,8
1883,名詞,越し,8,8
1884,動詞,追い抜く,8,8
1885,動詞,通りかかる,8,8
1886,名詞,週間,8,8
1887,名詞,運転,8,8
1888,名詞,部品,8,8
1889,名詞,野外,8,8
1890,名詞,駐輪場,8,8
1891,名詞,リコーダー,14,7
1892,名詞,ワゴン,14,7
1893,名詞,おんぶ,13,7
1894,名詞,鋸,13,7
1895,名詞,コーン,12,7
1896,名詞,コーチ,11,7
1897,名詞,下駄,11,7
1898,名詞,丸太,11,7
1899,名詞,熱,11,7
1900,名詞,ギャラリー,10,7
1901,名詞,三角,10,7
1902,名詞,キャップ,9,7
1903,名詞,モップ,9,7
1904,名詞,便器,9,7
1905,名詞,平均,9,7
1906,動詞,漕ぐ,9,7
1907,名詞,砂,9,7
1908,名詞,筒,9,7
1909,名詞,運搬,9,7
1910,名詞,食事,9,7
1911,名詞,500,8,7
1912,名詞,こぶし,8,7
1913,名詞,カゴ,8,7
1914,名詞,カバン,8,7
1915,名詞,スケート,8,7
1916,名詞,セーフティー,8,7
1917,名詞,バケツ,8,7
1918,名詞,ロング,8,7
1919,名詞,下半身,8,7
1920,名詞,仲間,8,7
1921,名詞,双方,8,7
1922,名詞,回収,8,7
1923,名詞,完走,8,7
1924,名詞,対向,8,7
1925,名詞,布団,8,7
1926,名詞,役割,8,7
1927,名詞,心,8,7
1928,名詞,扇風機,8,7
1929,名詞,横向き,8,7
1930,名詞,片足,8,7
1931,名詞,牽制,8,7
1932,名詞,男,8,7
1933,名詞,相手方,8,7
1934,名詞,芝生,8,7
1935,名詞,訓練,8,7
1936,名詞,遅刻,8,7
1937,名詞,飛行機,8,7
1938,動詞,あてる,7,7
1939,動詞,あまる,7,7
1940,動詞,おく,7,7
1941,動詞,おこなう,7,7
1942,動詞,かぶさる,7,7
1943,動詞,すりむく,7,7
1944,動詞,たれる,7,7
1945,動詞,つんのめる,7,7
1946,動詞,のせる,7,7
1947,動詞,はさまる,7,7
1948,動詞,はずす,7,7
1949,動詞,ひく,7,7
1950,動詞,ひっくり返る,7,7
1951,動詞,へる,7,7
1952,動詞,よじ登る,7,7
1953,動詞,れっする,7,7
1954,名詞,アスレチック,7,7
1955,名詞,スキップ,7,7
1956,名詞,ステンレス,7,7
1957,名詞,ターン,7,7
1958,名詞,ダンクシュート,7,7
1959,名詞,ノブ,7,7
1960,名詞,ノート,7,7
1961,名詞,ピッチング,7,7
1962,名詞,ヘッド,7,7
1963,名詞,ラン,7,7
1964,名詞,ルーズボール,7,7
1965,名詞,レフト,7,7
1966,名詞,一つ,7,7
1967,名詞,上履き,7,7
1968,名詞,上段,7,7
1969,名詞,不安,7,7
1970,名詞,中断,7,7
1971,名詞,争い,7,7
1972,名詞,人工芝,7,7
1973,名詞,付け,7,7
1974,名詞,休日,7,7
1975,名詞,傷口,7,7
1976,名詞,先生,7,7
1977,動詞,凍る,7,7
1978,名詞,出口,7,7
1979,名詞,前面,7,7
1980,名詞,十,7,7
1981,名詞,十分,7,7
1982,名詞,危険,7,7
1983,形容詞,厚い,7,7
1984,名詞,口前,7,7
1985,動詞,吐く,7,7
1986,動詞,向う,7,7
1987,名詞,吹き抜け,7,7
1988,動詞,呼び止める,7,7
1989,名詞,器械体操,7,7
1990,名詞,垂直,7,7
1991,名詞,報告,7,7
1992,名詞,大学,7,7
1993,名詞,宿舎,7,7
1994,名詞,対応,7,7
1995,名詞,左端,7,7
1996,動詞,引きずる,7,7
1997,名詞,心筋,7,7
1998,名詞,手伝い,7,7
1999,動詞,押し倒す,7,7
2000,名詞,揚げ,7,7
2001,名詞,擦過,7,7
2002,名詞,改善,7,7
2003,名詞,整列,7,7
2004,名詞,時点,7,7
2005,名詞,朦朧,7,7
2006,動詞,歩ける,7,7
2007,名詞,歯根,7,7
2008,名詞,歯磨き,7,7
2009,名詞,殴打,7,7
2010,名詞,気道,7,7
2011,動詞,治まる,7,7
2012,名詞,浴室,7,7
2013,動詞,片づける,7,7
2014,動詞,疲れる,7,7
2015,名詞,症候群,7,7
2016,名詞,看板,7,7
2017,名詞,真ん中,7,7
2018,名詞,着,7,7
2019,名詞,着席,7,7
2020,名詞,突進,7,7
2021,名詞,窓側,7,7
2022,名詞,算数,7,7
2023,名詞,約束,7,7
2024,名詞,経路,7,7
2025,名詞,美術,7,7
2026,動詞,耐える,7,7
2027,名詞,脛骨,7,7
2028,名詞,脳震盪,7,7
2029,名詞,自ら,7,7
2030,名詞,自身,7,7
2031,名詞,興奮,7,7
2032,名詞,蒼白,7,7
2033,名詞,血,7,7
2034,名詞,補強,7,7
2035,動詞,見つかる,7,7
2036,名詞,話し合い,7,7
2037,動詞,認める,7,7
2038,名詞,誤り,7,7
2039,動詞,読む,7,7
2040,名詞,農業,7,7
2041,名詞,込み,7,7
2042,動詞,追い越す,7,7
2043,名詞,進入,7,7
2044,動詞,重ねる,7,7
2045,名詞,防護,7,7
2046,名詞,難聴,7,7
2047,名詞,顆上骨,7,7
2048,名詞,顆骨折,7,7
2049,名詞,顎骨,7,7
2050,名詞,顔色,7,7
2051,動詞,飛び越す,7,7
2052,名詞,舞台,15,6
2053,名詞,箒,14,6
2054,名詞,ストッパー,11,6
2055,名詞,ペンチ,11,6
2056,名詞,管,11,6
2057,名詞,コンテナ,10,6
2058,名詞,ランプ,10,6
2059,名詞,スリッパ,9,6
2060,名詞,ピアノ,9,6
2061,名詞,プレス,9,6
2062,名詞,旋盤,9,6
2063,名詞,食器,9,6
2064,動詞,ぼやける,8,6
2065,名詞,ケンカ,8,6
2066,名詞,コード,8,6
2067,名詞,フリスビー,8,6
2068,名詞,ラック,8,6
2069,名詞,困難,8,6
2070,名詞,女児,8,6
2071,名詞,岩,8,6
2072,名詞,感染,8,6
2073,名詞,摂取,8,6
2074,名詞,牛乳,8,6
2075,名詞,矢,8,6
2076,動詞,落ち着く,8,6
2077,名詞,落書き,8,6
2078,名詞,電話,8,6
2079,名詞,すね,7,6
2080,名詞,つけ,7,6
2081,名詞,ねじ,7,6
2082,動詞,ぶらさがる,7,6
2083,名詞,ままごと,7,6
2084,名詞,クラスメート,7,6
2085,名詞,スクラム,7,6
2086,名詞,スクールバス,7,6
2087,名詞,ストレス,7,6
2088,名詞,ピロティ,7,6
2089,名詞,ピン,7,6
2090,名詞,ボックス,7,6
2091,名詞,ボレー,7,6
2092,動詞,並べる,7,6
2093,名詞,光,7,6
2094,名詞,入浴,7,6
2095,名詞,冠,7,6
2096,名詞,分の,7,6
2097,名詞,南,7,6
2098,動詞,取り組む,7,6
2099,名詞,壁面,7,6
2100,動詞,壊れる,7,6
2101,名詞,心拍,7,6
2102,名詞,感,7,6
2103,動詞,抱え込む,7,6
2104,名詞,携帯,7,6
2105,名詞,泥,7,6
2106,名詞,視界,7,6
2107,名詞,親子,7,6
2108,動詞,詰まる,7,6
2109,名詞,軌道,7,6
2110,名詞,避難,7,6
2111,動詞,閉じ込める,7,6
2112,名詞,間隔,7,6
2113,名詞,40,6,6
2114,名詞,400,6,6
2115,名詞,80,6,6
2116,名詞,800,6,6
2117,名詞,kg,6,6
2118,動詞,あわてる,6,6
2119,動詞,うつ,6,6
2120,名詞,きっかけ,6,6
2121,動詞,くれる,6,6
2122,名詞,ささい,6,6
2123,動詞,さしかかる,6,6
2124,名詞,つけ根,6,6
2125,動詞,つぶれる,6,6
2126,名詞,づくり,6,6
2127,動詞,とれる,6,6
2128,動詞,のしかかる,6,6
2129,名詞,はず,6,6
2130,名詞,ひざ,6,6
2131,名詞,びっくり,6,6
2132,名詞,ふち,6,6
2133,動詞,またがる,6,6
2134,動詞,まとめる,6,6
2135,動詞,むく,6,6
2136,名詞,もうろう,6,6
2137,名詞,ガスコンロ,6,6
2138,名詞,サーキット,6,6
2139,名詞,スタンツ,6,6
2140,名詞,スペース,6,6
2141,名詞,セーフティ,6,6
2142,名詞,ダイビング,6,6
2143,名詞,トレ,6,6
2144,名詞,バラ,6,6
2145,名詞,ピラミッド,6,6
2146,名詞,ファウルボール,6,6
2147,名詞,フライング,6,6
2148,名詞,プレイルーム,6,6
2149,名詞,ホテル,6,6
2150,名詞,ボルト,6,6
2151,名詞,ポート,6,6
2152,名詞,メンバー,6,6
2153,名詞,ヶ所,6,6
2154,名詞,㎝）,6,6
2155,名詞,上方,6,6
2156,動詞,与える,6,6
2157,動詞,乗りかかる,6,6
2158,名詞,事,6,6
2159,名詞,事件,6,6
2160,名詞,保持,6,6
2161,名詞,側壁,6,6
2162,名詞,偶然,6,6
2163,名詞,傍ら,6,6
2164,動詞,傷つける,6,6
2165,動詞,傷める,6,6
2166,名詞,割,6,6
2167,名詞,割り,6,6
2168,名詞,勘違い,6,6
2169,動詞,務める,6,6
2170,名詞,南側,6,6
2171,動詞,取り返す,6,6
2172,動詞,吊る,6,6
2173,名詞,向こう,6,6
2174,名詞,喧嘩,6,6
2175,名詞,嗅覚,6,6
2176,名詞,回旋,6,6
2177,名詞,団,6,6
2178,名詞,図画,6,6
2179,名詞,国語,6,6
2180,名詞,地区,6,6
2181,名詞,塁間,6,6
2182,名詞,塔,6,6
2183,動詞,増す,6,6
2184,名詞,変性,6,6
2185,名詞,多数,6,6
2186,名詞,大丈夫,6,6
2187,名詞,大内,6,6
2188,名詞,学園,6,6
2189,名詞,家庭科,6,6
2190,動詞,寝かせる,6,6
2191,形容詞,小さい,6,6
2192,動詞,居る,6,6
2193,動詞,届く,6,6
2194,名詞,広範囲,6,6
2195,名詞,延長,6,6
2196,名詞,弓道,6,6
2197,動詞,引き寄せる,6,6
2198,動詞,張り出す,6,6
2199,名詞,当時,6,6
2200,名詞,悪口,6,6
2201,名詞,感じ,6,6
2202,名詞,手のひら,6,6
2203,動詞,手伝う,6,6
2204,名詞,手元,6,6
2205,動詞,抑える,6,6
2206,名詞,折りたたみ,6,6
2207,動詞,押さえつける,6,6
2208,名詞,押し合い,6,6
2209,名詞,挨拶,6,6
2210,名詞,挫滅創,6,6
2211,動詞,捕まる,6,6
2212,名詞,支え,6,6
2213,名詞,教官,6,6
2214,名詞,春休み,6,6
2215,名詞,曲がり角,6,6
2216,動詞,書く,6,6
2217,名詞,最寄り駅,6,6
2218,名詞,期間,6,6
2219,名詞,机上,6,6
2220,名詞,林間,6,6
2221,名詞,棒高跳び,6,6
2222,名詞,業,6,6
2223,名詞,橈骨,6,6
2224,名詞,歌,6,6
2225,名詞,武道館,6,6
2226,名詞,歩き,6,6
2227,名詞,歯茎,6,6
2228,名詞,殴り合い,6,6
2229,名詞,段違い,6,6
2230,動詞,殺る,6,6
2231,名詞,気持ち,6,6
2232,名詞,水面,6,6
2233,名詞,海,6,6
2234,名詞,炊飯,6,6
2235,名詞,玉,6,6
2236,動詞,現れる,6,6
2237,名詞,皮,6,6
2238,名詞,盲,6,6
2239,動詞,突き刺さる,6,6
2240,名詞,突起,6,6
2241,名詞,緑内障,6,6
2242,動詞,緩める,6,6
2243,名詞,脈絡,6,6
2244,名詞,脚長,6,6
2245,名詞,腱,6,6
2246,名詞,膝下,6,6
2247,名詞,自発,6,6
2248,名詞,色,6,6
2249,名詞,虹彩,6,6
2250,名詞,蝶番,6,6
2251,名詞,行い,6,6
2252,名詞,術後,6,6
2253,名詞,補,6,6
2254,名詞,複合,6,6
2255,名詞,角度,6,6
2256,名詞,訴え,6,6
2257,名詞,読書,6,6
2258,動詞,走り抜ける,6,6
2259,名詞,踏切,6,6
2260,名詞,転び,6,6
2261,名詞,転換,6,6
2262,動詞,通り抜ける,6,6
2263,名詞,通用,6,6
2264,名詞,通行,6,6
2265,動詞,連れる,6,6
2266,名詞,連続,6,6
2267,動詞,運び出す,6,6
2268,名詞,遠く,6,6
2269,名詞,邪魔,6,6
2270,名詞,開閉,6,6
2271,名詞,陰部,6,6
2272,動詞,集まる,6,6
2273,名詞,集中,6,6
2274,名詞,雑談,6,6
2275,名詞,頭蓋骨,6,6
2276,名詞,骨盤,6,6
2277,名詞,高校,6,6
2278,名詞,綱,14,5
2279,名詞,台車,12,5
2280,名詞,膝蓋骨,11,5
2281,名詞,ひな壇,9,5
2282,名詞,カレー,9,5
2283,名詞,ダンベル,9,5
2284,名詞,ベルト,9,5
2285,名詞,杭,9,5
2286,名詞,洗面,9,5
2287,名詞,B,8,5
2288,名詞,パネル,8,5
2289,名詞,帽子,8,5
2290,名詞,提出,8,5
2291,名詞,段ボール,8,5
2292,名詞,積み木,8,5
2293,名詞,粘土,8,5
2294,名詞,長縄,8,5
2295,名詞,カップ,7,5
2296,名詞,スコップ,7,5
2297,名詞,トンボ,7,5
2298,名詞,ドリル,7,5
2299,名詞,レーン,7,5
2300,名詞,個室,7,5
2301,名詞,弓,7,5
2302,名詞,池,7,5
2303,名詞,熱中,7,5
2304,名詞,犬,7,5
2305,名詞,相談,7,5
2306,名詞,羽,7,5
2307,名詞,遊撃手,7,5
2308,名詞,鏡,7,5
2309,名詞,000,6,5
2310,名詞,14,6,5
2311,動詞,うむ,6,5
2312,動詞,まわす,6,5
2313,名詞,ガス,6,5
2314,名詞,シューズ,6,5
2315,名詞,スパーリング,6,5
2316,名詞,バンド,6,5
2317,名詞,マス,6,5
2318,名詞,一斉,6,5
2319,名詞,入学,6,5
2320,名詞,刀,6,5
2321,名詞,化学,6,5
2322,動詞,囲む,6,5
2323,名詞,土,6,5
2324,名詞,外科,6,5
2325,名詞,巻き,6,5
2326,名詞,投てき,6,5
2327,動詞,撮る,6,5
2328,名詞,新聞紙,6,5
2329,名詞,椎,6,5
2330,名詞,橈骨遠,6,5
2331,動詞,歌う,6,5
2332,名詞,環,6,5
2333,名詞,田んぼ,6,5
2334,動詞,申し出る,6,5
2335,名詞,留め,6,5
2336,名詞,異物,6,5
2337,名詞,砂糖,6,5
2338,動詞,積む,6,5
2339,動詞,経つ,6,5
2340,名詞,絵本,6,5
2341,名詞,考査,6,5
2342,名詞,草むら,6,5
2343,名詞,葉,6,5
2344,名詞,装置,6,5
2345,名詞,重み,6,5
2346,名詞,飾り,6,5
2347,名詞,16,5,5
2348,名詞,300,5,5
2349,名詞,いたずら,5,5
2350,動詞,かえる,5,5
2351,動詞,きく,5,5
2352,動詞,くすぐる,5,5
2353,名詞,くも膜,5,5
2354,名詞,こ,5,5
2355,名詞,これ,5,5
2356,名詞,ごみ,5,5
2357,名詞,すき間,5,5
2358,名詞,そしゃく,5,5
2359,動詞,たつ,5,5
2360,動詞,たてる,5,5
2361,動詞,つくる,5,5
2362,動詞,つっこむ,5,5
2363,動詞,ねじれる,5,5
2364,動詞,はじめる,5,5
2365,動詞,はめる,5,5
2366,名詞,はり,5,5
2367,名詞,ひねり,5,5
2368,動詞,ぶる,5,5
2369,名詞,ほお骨,5,5
2370,動詞,またぐ,5,5
2371,動詞,むける,5,5
2372,名詞,め,5,5
2373,動詞,もめる,5,5
2374,名詞,わき,5,5
2375,名詞,アンカー,5,5
2376,名詞,エッジ,5,5
2377,名詞,エバーマット,5,5
2378,名詞,オーバー,5,5
2379,名詞,ガーゼ,5,5
2380,名詞,ガード,5,5
2381,名詞,キャンプ,5,5
2382,名詞,クロス,5,5
2383,名詞,ケガ,5,5
2384,名詞,ゲレンデ,5,5
2385,名詞,コンビネーション,5,5
2386,名詞,ステップ,5,5
2387,名詞,スライド,5,5
2388,名詞,タイル,5,5
2389,名詞,トップ,5,5
2390,名詞,ノー,5,5
2391,名詞,バッグ,5,5
2392,名詞,ブリッジ,5,5
2393,名詞,ブルペン,5,5
2394,名詞,ミス,5,5
2395,名詞,レバー,5,5
2396,名詞,上靴,5,5
2397,名詞,下足,5,5
2398,名詞,下車,5,5
2399,名詞,不自然,5,5
2400,名詞,中学生,5,5
2401,名詞,中段,5,5
2402,名詞,中身,5,5
2403,動詞,乱れる,5,5
2404,名詞,予定,5,5
2405,名詞,些細,5,5
2406,名詞,交互,5,5
2407,名詞,人指し指,5,5
2408,名詞,付着,5,5
2409,名詞,以外,5,5
2410,動詞,伝える,5,5
2411,動詞,伸びる,5,5
2412,名詞,体制,5,5
2413,動詞,保つ,5,5
2414,名詞,保存,5,5
2415,名詞,個,5,5
2416,名詞,内股,5,5
2417,名詞,写真,5,5
2418,名詞,凶行,5,5
2419,動詞,出かける,5,5
2420,名詞,出入り,5,5
2421,名詞,初日,5,5
2422,名詞,制,5,5
2423,名詞,勉強,5,5
2424,動詞,動き出す,5,5
2425,名詞,勝手,5,5
2426,名詞,北側,5,5
2427,名詞,半,5,5
2428,名詞,半月,5,5
2429,動詞,取り除く,5,5
2430,名詞,可能,5,5
2431,名詞,右折,5,5
2432,名詞,員,5,5
2433,名詞,四,5,5
2434,動詞,囲う,5,5
2435,名詞,地,5,5
2436,名詞,境,5,5
2437,名詞,変化,5,5
2438,形容詞,多い,5,5
2439,名詞,多目的,5,5
2440,名詞,夜間,5,5
2441,名詞,失神,5,5
2442,名詞,姿,5,5
2443,名詞,実技,5,5
2444,動詞,寄りかかる,5,5
2445,形容詞,寒い,5,5
2446,動詞,寝転がる,5,5
2447,名詞,就寝,5,5
2448,名詞,尻餅,5,5
2449,名詞,工事,5,5
2450,名詞,幹,5,5
2451,名詞,座り,5,5
2452,名詞,引率,5,5
2453,動詞,弾く,5,5
2454,名詞,彫刻,5,5
2455,動詞,後ずさる,5,5
2456,名詞,後続,5,5
2457,動詞,得る,5,5
2458,名詞,必要,5,5
2459,名詞,急ぎ足,5,5
2460,名詞,戸外,5,5
2461,名詞,手当,5,5
2462,名詞,手甲,5,5
2463,動詞,打ち上げる,5,5
2464,名詞,払い,5,5
2465,動詞,抱きつく,5,5
2466,名詞,持病,5,5
2467,名詞,挟,5,5
2468,名詞,振り,5,5
2469,名詞,排泄,5,5
2470,動詞,揚げる,5,5
2471,名詞,摩擦,5,5
2472,動詞,教える,5,5
2473,名詞,教壇,5,5
2474,名詞,教材,5,5
2475,名詞,教職員,5,5
2476,名詞,時刻,5,5
2477,名詞,暴投,5,5
2478,名詞,根本,5,5
2479,名詞,棒引き,5,5
2480,動詞,横たわる,5,5
2481,動詞,止まれる,5,5
2482,名詞,水晶,5,5
2483,名詞,永久歯,5,5
2484,動詞,沈む,5,5
2485,名詞,波,5,5
2486,名詞,洗浄,5,5
2487,名詞,消し,5,5
2488,動詞,済ませる,5,5
2489,名詞,減速,5,5
2490,名詞,溶接,5,5
2491,動詞,用いる,5,5
2492,名詞,甲骨,5,5
2493,名詞,疾走,5,5
2494,名詞,発熱,5,5
2495,名詞,目的,5,5
2496,名詞,県,5,5
2497,動詞,着る,5,5
2498,動詞,知らせる,5,5
2499,動詞,磨く,5,5
2500,名詞,示指,5,5
2501,名詞,科学,5,5
2502,動詞,突き飛ばす,5,5
2503,名詞,築山,5,5
2504,動詞,組み合う,5,5
2505,動詞,絡む,5,5
2506,名詞,続行,5,5
2507,名詞,翌朝,5,5
2508,名詞,股,5,5
2509,名詞,肢体,5,5
2510,動詞,脱げる,5,5
2511,名詞,脳貧血,5,5
2512,名詞,腓骨,5,5
2513,動詞,腰掛ける,5,5
2514,名詞,腹ばい,5,5
2515,名詞,自陣,5,5
2516,名詞,舗装,5,5
2517,名詞,花,5,5
2518,名詞,英語,5,5
2519,名詞,蛇口,5,5
2520,名詞,補習,5,5
2521,動詞,見せる,5,5
2522,動詞,覗く,5,5
2523,名詞,診察,5,5
2524,名詞,貧血,5,5
2525,名詞,走り,5,5
2526,名詞,足下,5,5
2527,名詞,路肩,5,5
2528,動詞,踏みつける,5,5
2529,動詞,踏みはずす,5,5
2530,動詞,踏み込む,5,5
2531,名詞,踵,5,5
2532,名詞,軍手,5,5
2533,動詞,迎える,5,5
2534,動詞,近づける,5,5
2535,動詞,返る,5,5
2536,名詞,逃げ,5,5
2537,名詞,逆,5,5
2538,名詞,通り,5,5
2539,動詞,通り過ぎる,5,5
2540,名詞,通行人,5,5
2541,名詞,進路,5,5
2542,形容詞,遅い,5,5
2543,名詞,重,5,5
2544,名詞,防具,5,5
2545,名詞,頸椎,5,5
2546,動詞,飛び乗る,5,5
2547,名詞,飯ごう,5,5
2548,動詞,駆けつける,5,5
2549,名詞,髪の毛,5,5
2550,名詞,たこ,10,4
2551,名詞,スケーター,9,4
2552,名詞,花火,9,4
2553,名詞,薪,8,4
2554,名詞,鎌,8,4
2555,名詞,ピストル,7,4
2556,名詞,フライパン,7,4
2557,名詞,竹とんぼ,7,4
2558,名詞,裁断,7,4
2559,名詞,針,7,4
2560,名詞,はしご,6,4
2561,名詞,バイク,6,4
2562,名詞,バチ,6,4
2563,名詞,プラスティック,6,4
2564,名詞,ヵ所,6,4
2565,名詞,仕切り,6,4
2566,名詞,化,6,4
2567,動詞,折り返す,6,4
2568,名詞,材,6,4
2569,名詞,板材,6,4
2570,名詞,汁,6,4
2571,名詞,空気,6,4
2572,動詞,笑う,6,4
2573,名詞,9,5,4
2574,名詞,おもり,5,4
2575,名詞,つき,5,4
2576,動詞,どく,5,4
2577,名詞,アーム,5,4
2578,名詞,ウエイト,5,4
2579,名詞,サークル,5,4
2580,名詞,ストック,5,4
2581,名詞,ダンボール,5,4
2582,名詞,ナイフ,5,4
2583,名詞,ハウス,5,4
2584,名詞,バッド,5,4
2585,名詞,ビート,5,4
2586,名詞,フラッグ,5,4
2587,名詞,ホース,5,4
2588,名詞,ポイント,5,4
2589,名詞,上着,5,4
2590,名詞,乱打,5,4
2591,名詞,体育館前,5,4
2592,名詞,列車,5,4
2593,名詞,反射,5,4
2594,名詞,子ども,5,4
2595,名詞,対面,5,4
2596,名詞,引き戸,5,4
2597,名詞,投入,5,4
2598,名詞,挿入,5,4
2599,名詞,早退,5,4
2600,名詞,材料,5,4
2601,名詞,枚,5,4
2602,名詞,樹木,5,4
2603,名詞,決勝,5,4
2604,名詞,渡し,5,4
2605,名詞,灯,5,4
2606,名詞,点火,5,4
2607,名詞,点灯,5,4
2608,動詞,燃え移る,5,4
2609,名詞,腰痛,5,4
2610,名詞,舎,5,4
2611,動詞,茹でる,5,4
2612,名詞,裂孔原,5,4
2613,名詞,視線,5,4
2614,動詞,解く,5,4
2615,名詞,計画,5,4
2616,名詞,記念,5,4
2617,名詞,診療,5,4
2618,名詞,調子,5,4
2619,名詞,踏み切り,5,4
2620,動詞,通す,5,4
2621,名詞,金網,5,4
2622,名詞,靱帯,5,4
2623,名詞,飛球,5,4
2624,名詞,1500,4,4
2625,名詞,60,4,4
2626,名詞,HR,4,4
2627,名詞,あいさつ,4,4
2628,名詞,あぐら,4,4
2629,動詞,あける,4,4
2630,名詞,あて,4,4
2631,名詞,いさかい,4,4
2632,名詞,いびき,4,4
2633,動詞,おこす,4,4
2634,動詞,おさまる,4,4
2635,動詞,おりる,4,4
2636,名詞,かけ,4,4
2637,名詞,かけあい,4,4
2638,名詞,かたち,4,4
2639,名詞,かなり,4,4
2640,動詞,かむ,4,4
2641,名詞,からだ,4,4
2642,動詞,くぼむ,4,4
2643,動詞,くらむ,4,4
2644,動詞,けがす,4,4
2645,名詞,こうもり,4,4
2646,動詞,こおる,4,4
2647,動詞,こぼす,4,4
2648,動詞,ささる,4,4
2649,動詞,しゃがみこむ,4,4
2650,形容詞,しろい,4,4
2651,名詞,すりガラス,4,4
2652,動詞,ずらす,4,4
2653,名詞,せき髄,4,4
2654,動詞,そこなう,4,4
2655,動詞,そこねる,4,4
2656,動詞,そらす,4,4
2657,名詞,つば,4,4
2658,形容詞,づらい,4,4
2659,動詞,でる,4,4
2660,動詞,とばす,4,4
2661,動詞,なくす,4,4
2662,名詞,のぼり,4,4
2663,動詞,のぼる,4,4
2664,名詞,はずれ,4,4
2665,動詞,はね返る,4,4
2666,名詞,ひじ,4,4
2667,動詞,ひっぱる,4,4
2668,動詞,まく,4,4
2669,動詞,もつ,4,4
2670,名詞,やつ,4,4
2671,名詞,ろう,4,4
2672,名詞,インターバル,4,4
2673,名詞,ウェイトトレーニング,4,4
2674,名詞,エスカレート,4,4
2675,名詞,カッター,4,4
2676,名詞,ギア,4,4
2677,名詞,クールダウン,4,4
2678,名詞,ケロイド,4,4
2679,名詞,コンクリートブロック,4,4
2680,名詞,コンクール,4,4
2681,名詞,ジャージ,4,4
2682,名詞,スクワット,4,4
2683,名詞,ストレート,4,4
2684,名詞,スプリング,4,4
2685,名詞,ターゲット,4,4
