前件,後件,項目数,共起事例数,支持度,信頼度,lift
発生場所2=体育館・屋内運動場,場合別1=各教科等 | 性別=男,3,343,0.044649830773236136,0.273961661341853,2.1519156262046164
場合別1=各教科等 | 性別=男,発生場所2=体育館・屋内運動場,3,343,0.044649830773236136,0.3507157464212679,2.1519156262046164
競技種目=バレーボール,和暦=平成 | 場合別1=課外指導,3,97,0.012626920072897682,0.6139240506329114,2.151534925621362
発生場所2=体育館・屋内運動場 | 競技種目=バレーボール,場合別2=体育的部活動,3,91,0.011845873470450404,0.7711864406779662,2.150364514442155
場合別1=課外指導 | 競技種目=テニス（含ソフトテニス）,発生場所1=学校内・校舎外（園内・園舎外）,3,82,0.010674303566779484,0.82,2.1477122400272757
場合別2=体育的部活動 | 競技種目=テニス（含ソフトテニス）,発生場所1=学校内・校舎外（園内・園舎外）,3,82,0.010674303566779484,0.82,2.1477122400272757
競技種目=テニス（含ソフトテニス）,発生場所1=学校内・校舎外（園内・園舎外）,2,91,0.011845873470450404,0.8198198198198198,2.147240319078028
和暦=平成 | 競技種目=バドミントン,発生場所1=学校内・校舎内（園内・園舎内）,3,91,0.011845873470450404,0.875,2.1454676029364825
場合別2=日常の清掃,和暦=平成 | 発生場所1=学校内・校舎内（園内・園舎内）,3,88,0.011455350169226764,0.6821705426356589,2.1380800116389764
場合別1=学校行事 | 性別=男,発生場所1=学校外（園外）,3,111,0.014449362145274668,0.4493927125506073,2.1362839219144587
発生場所2=学校外運動場・競技場,性別=男 | 被災学校種=高,3,325,0.042306690965894296,0.6592292089249493,2.1340913539660598
場合別1=課外指導 | 性別=女,発生場所2=体育館・屋内運動場,3,187,0.02434261910960687,0.3475836431226766,2.132697720821407
競技種目=サッカー・フットサル | 被災学校種=中,場合別2=体育的部活動,3,130,0.016922676386357718,0.7647058823529411,2.1322942244048253
競技種目=バスケットボール | 被災学年=1,場合別2=体育的部活動,3,81,0.01054412913303827,0.7641509433962265,2.1307468410779715
和暦=令和 | 競技種目=サッカー・フットサル,場合別1=課外指導,3,86,0.011195001301744337,0.7889908256880734,2.1296653278059665
発生場所2=運動場・校庭（園庭） | 被災学校種=高,場合別2=体育的部活動,3,898,0.11689664149960947,0.7636054421768708,2.1292257737940914
場合別2=体育的部活動,発生場所2=運動場・校庭（園庭） | 被災学校種=高,3,898,0.11689664149960947,0.3259528130671506,2.129225773794091
場合別1=休憩時間,性別=女 | 被災学校種=小,3,351,0.04569122624316584,0.21350364963503649,2.1272827970121275
性別=女 | 被災学校種=小,場合別1=休憩時間,3,351,0.04569122624316584,0.45525291828793774,2.1272827970121275
発生場所2=学校外体育館,場合別1=課外指導 | 性別=男,3,110,0.014319187711533454,0.6358381502890174,2.1163382454593727
発生場所2=学校外運動場・競技場,場合別2=体育的部活動 | 被災学年=1,3,145,0.018875292892475918,0.29411764705882354,2.115554086803261
発生場所2=学校外運動場・競技場,場合別2=体育的部活動 | 被災学校種=中,3,125,0.016271804217651654,0.2535496957403651,2.1148412189766397
競技種目=サッカー・フットサル | 被災学年=1,場合別1=課外指導,3,133,0.017313199687581358,0.7823529411764706,2.111748170807325
発生場所1=学校内・校舎内（園内・園舎内） | 競技種目=バレーボール,場合別1=課外指導,3,97,0.012626920072897682,0.782258064516129,2.1114920771654613
競技種目=サッカー・フットサル,場合別1=課外指導 | 被災学校種=中,3,130,0.016922676386357718,0.26,2.106877637130802
場合別1=課外指導 | 競技種目=バレーボール,性別=女,3,77,0.010023431398073419,0.6015625,2.10150210322874
場合別2=体育的部活動 | 競技種目=バレーボール,性別=女,3,77,0.010023431398073419,0.6015625,2.10150210322874
発生場所2=運動場・校庭（園庭）,競技種目=野球（含軟式） | 被災学校種=高,3,612,0.0796667534496225,0.22450476889214968,2.098109044561428
競技種目=野球（含軟式） | 被災学校種=高,発生場所2=運動場・校庭（園庭）,3,612,0.0796667534496225,0.7445255474452555,2.098109044561428
和暦=令和 | 競技種目=野球（含軟式）,発生場所2=運動場・校庭（園庭）,3,177,0.02304087477219474,0.7436974789915967,2.0957755075617923
場合別2=日常の清掃,発生場所1=学校内・校舎内（園内・園舎内）,2,110,0.014319187711533454,0.8527131782945736,2.0908211412891524
場合別1=特別活動（除学校行事） | 場合別2=日常の清掃,発生場所1=学校内・校舎内（園内・園舎内）,3,110,0.014319187711533454,0.8527131782945736,2.0908211412891524
競技種目=バスケットボール,場合別2=体育（保健体育）,2,102,0.01327779224160375,0.2956521739130435,2.0894204231830726
競技種目=バスケットボール,場合別1=各教科等 | 場合別2=体育（保健体育）,3,102,0.01327779224160375,0.2956521739130435,2.0894204231830726
競技種目=野球（含軟式） | 被災学年=1,被災学校種=高,3,352,0.045821400676907056,0.8018223234624146,2.08941624451773
競技種目=サッカー・フットサル,発生場所1=学校内・校舎外（園内・園舎外） | 被災学年=2,3,127,0.01653215308513408,0.254,2.0891092077087796
競技種目=サッカー・フットサル,場合別2=体育（保健体育） | 性別=男,3,100,0.013017443374121323,0.2,2.0875
場合別1=特別活動（除学校行事） | 被災学校種=中,発生場所1=学校内・校舎内（園内・園舎内）,3,80,0.010413954699297057,0.851063829787234,2.0867769998166397
和暦=令和 | 発生場所2=運動場・校庭（園庭）,競技種目=野球（含軟式）,3,177,0.02304087477219474,0.3030821917808219,2.0844023252106303
競技種目=バドミントン,和暦=平成 | 発生場所1=学校内・校舎内（園内・園舎内）,3,91,0.011845873470450404,0.6642335766423357,2.0818614181013557
発生場所2=体育館・屋内運動場 | 競技種目=バレーボール,場合別1=課外指導,3,91,0.011845873470450404,0.7711864406779662,2.0816072513310386
競技種目=柔道,場合別2=体育的部活動 | 性別=男,3,87,0.01132517573548555,0.6126760563380281,2.078876972079829
場合別2=昼食時休憩時間中 | 性別=男,被災学校種=小,3,200,0.026034886748242645,0.5221932114882507,2.0774149407833984
競技種目=野球（含軟式）,場合別2=体育的部活動 | 被災学校種=中,3,278,0.036188492580057276,0.24888093106535364,2.075899362045653
場合別2=体育的部活動 | 被災学校種=中,競技種目=野球（含軟式）,3,278,0.036188492580057276,0.30184581976112923,2.075899362045653
被災学年=2 | 通学方法=自転車,被災学校種=高,3,86,0.011195001301744337,0.7962962962962963,2.075016332479019
発生場所2=運動場・校庭（園庭）,競技種目=野球（含軟式）,2,822,0.10700338453527727,0.30154071900220103,2.0738010773275812
競技種目=野球（含軟式）,発生場所2=運動場・校庭（園庭）,2,822,0.10700338453527727,0.7358997314234557,2.0738010773275812
場合別1=課外指導 | 競技種目=野球（含軟式）,発生場所2=運動場・校庭（園庭）,3,815,0.10609216349908877,0.7348963029756538,2.070973367373064
場合別2=体育的部活動 | 競技種目=野球（含軟式）,発生場所2=運動場・校庭（園庭）,3,815,0.10609216349908877,0.7348963029756538,2.070973367373064
発生場所2=運動場・校庭（園庭）,場合別1=課外指導 | 競技種目=野球（含軟式）,3,815,0.10609216349908877,0.29897285399853263,2.0709733673730635
発生場所2=運動場・校庭（園庭）,場合別2=体育的部活動 | 競技種目=野球（含軟式）,3,815,0.10609216349908877,0.29897285399853263,2.0709733673730635
競技種目=野球（含軟式）,和暦=平成 | 発生場所2=運動場・校庭（園庭）,3,645,0.08396250976308253,0.5774395702775291,2.0709107277646956
和暦=平成 | 発生場所2=運動場・校庭（園庭）,競技種目=野球（含軟式）,3,645,0.08396250976308253,0.3011204481792717,2.0709107277646956
競技種目=バスケットボール | 被災学年=2,場合別2=体育的部活動,3,101,0.013147617807862536,0.7426470588235294,2.0707857371623786
発生場所2=学校外運動場・競技場,場合別1=課外指導 | 被災学年=1,3,145,0.018875292892475918,0.29411764705882354,2.0690583925878046
競技種目=野球（含軟式）,発生場所1=学校内・校舎外（園内・園舎外） | 発生場所2=運動場・校庭（園庭）,3,818,0.10648268680031242,0.7323187108325873,2.0690225585200204
発生場所1=学校内・校舎外（園内・園舎外） | 発生場所2=運動場・校庭（園庭）,競技種目=野球（含軟式）,3,818,0.10648268680031242,0.30084589922765725,2.0690225585200204
発生場所2=体育館・屋内運動場 | 競技種目=バスケットボール,場合別1=各教科等,3,99,0.01288726894038011,0.39285714285714285,2.068491138744737
発生場所2=運動場・校庭（園庭）,和暦=平成 | 競技種目=野球（含軟式）,3,645,0.08396250976308253,0.23661041819515774,2.067851231598637
和暦=平成 | 競技種目=野球（含軟式）,発生場所2=運動場・校庭（園庭）,3,645,0.08396250976308253,0.7337883959044369,2.067851231598637
発生場所2=運動場・校庭（園庭）,性別=男 | 競技種目=野球（含軟式）,3,794,0.1033585003905233,0.29126925898752754,2.0660484280167926
性別=男 | 競技種目=野球（含軟式）,発生場所2=運動場・校庭（園庭）,3,794,0.1033585003905233,0.7331486611265005,2.0660484280167926
競技種目=野球（含軟式） | 被災学年=1,発生場所1=学校内・校舎外（園内・園舎外）,3,346,0.045040354074459776,0.7881548974943052,2.0643047809584907
競技種目=サッカー・フットサル | 被災学校種=中,場合別1=課外指導,3,130,0.016922676386357718,0.7647058823529411,2.0641147534206934
競技種目=バスケットボール | 被災学年=1,場合別1=課外指導,3,81,0.01054412913303827,0.7641509433962265,2.062616847213567
場合別1=課外指導,発生場所2=運動場・校庭（園庭） | 被災学校種=高,3,898,0.11689664149960947,0.3155305692199578,2.0611444156017993
発生場所2=運動場・校庭（園庭） | 被災学校種=高,場合別1=課外指導,3,898,0.11689664149960947,0.7636054421768708,2.0611444156017993
場合別2=体育的部活動,発生場所1=学校内・校舎外（園内・園舎外） | 被災学校種=高,3,920,0.11976047904191617,0.3339382940108893,2.0604931522824512
発生場所1=学校内・校舎外（園内・園舎外） | 被災学校種=高,場合別2=体育的部活動,3,920,0.11976047904191617,0.7389558232931727,2.0604931522824512
競技種目=サッカー・フットサル | 被災学校種=高,場合別2=体育的部活動,3,215,0.027987503254360842,0.738831615120275,2.060146812106698
競技種目=野球（含軟式）,被災学年=2 | 被災学校種=高,3,344,0.04478000520697735,0.3079677708146822,2.0590151570046897
被災学年=2 | 被災学校種=高,競技種目=野球（含軟式）,3,344,0.04478000520697735,0.299390774586597,2.0590151570046897
性別=男 | 競技種目=サッカー・フットサル,場合別2=体育的部活動,3,347,0.04517052850820099,0.7382978723404255,2.0586585318762793
発生場所2=廊下 | 被災学年=2,被災学校種=中,3,81,0.01054412913303827,0.5955882352941176,2.0563185723727693
競技種目=バレーボール,性別=女,2,93,0.01210622233793283,0.5886075949367089,2.056245358937607
場合別1=学校行事,和暦=平成 | 発生場所1=学校外（園外）,3,128,0.016662327518875295,0.3413333333333333,2.0549550679205852
発生場所2=学校外運動場・競技場,場合別1=課外指導 | 被災学校種=中,3,125,0.016271804217651654,0.2535496957403651,2.054608399448824
競技種目=サッカー・フットサル,発生場所1=学校内・校舎外（園内・園舎外） | 被災学年=1,3,119,0.015490757615204374,0.238,2.051982042648709
性別=女 | 発生場所2=廊下,被災学校種=小,3,82,0.010674303566779484,0.5157232704402516,2.0516759003221194
競技種目=バスケットボール | 被災学校種=中,場合別2=体育的部活動,3,103,0.013407966675344963,0.7357142857142858,2.0514544983147527
発生場所2=学校外運動場・競技場 | 被災学年=1,被災学校種=高,3,118,0.015360583181463161,0.7866666666666666,2.0499231117141563
競技種目=サッカー・フットサル,場合別2=体育的部活動 | 被災学年=2,3,154,0.020046862796146838,0.308,2.0485333333333333
和暦=平成 | 競技種目=柔道,場合別2=体育的部活動,3,80,0.010413954699297057,0.7339449541284404,2.0465209210942574
場合別2=その他の教科,和暦=平成 | 発生場所1=学校内・校舎内（園内・園舎内）,3,103,0.013407966675344963,0.6518987341772152,2.043201173377955
競技種目=柔道,場合別1=課外指導 | 性別=男,3,87,0.01132517573548555,0.6126760563380281,2.039245002074841
競技種目=野球（含軟式） | 被災学年=2,発生場所2=運動場・校庭（園庭）,3,342,0.04451965633949492,0.7230443974630021,2.0375741237383647
和暦=令和 | 競技種目=野球（含軟式）,被災学校種=高,3,186,0.02421244467586566,0.7815126050420168,2.03649248030284
