前件,後件,項目数,共起事例数,支持度,信頼度,lift
被災学校種=高,発生場所1=学校外（園外）,2,877,0.114162978391044,0.2974898236092266,1.414181203568118
性別=女 | 発生場所1=学校内・校舎内（園内・園舎内）,被災学校種=小,3,386,0.0502473314241083,0.35543278084714547,1.414000322355138
発生場所2=教室（保育室） | 被災学年=2,被災学校種=中,3,86,0.011195001301744337,0.4095238095238095,1.413915462814339
給付年度=26,和暦=平成 | 場合別1=課外指導,3,165,0.02147878156730018,0.4034229828850856,1.4138208734138813
和暦=令和 | 被災学校種=小,性別=女,3,155,0.02017703722988805,0.4046997389033943,1.4137805339953955
被災学年=3 | 被災学校種=高,発生場所1=学校外（園外）,3,203,0.026425410049466285,0.2972181551976574,1.4128897699433192
発生場所1=学校内・校舎外（園内・園舎外）,場合別1=課外指導 | 性別=男,3,1245,0.16206717000781046,0.4244800545516536,1.4128491243785977
場合別1=課外指導 | 性別=男,発生場所1=学校内・校舎外（園内・園舎外）,3,1245,0.16206717000781046,0.5394280762564991,1.4128491243785977
発生場所2=体育館・屋内運動場 | 被災学年=2,被災学校種=中,3,178,0.023171049205935955,0.4091954022988506,1.4127816091954022
場合別2=体育的部活動 | 性別=女,被災学年=1,3,200,0.026034886748242645,0.4073319755600815,1.4107864004745474
給付年度=18,和暦=平成 | 被災学年=3,3,126,0.016401978651392868,0.2490118577075099,1.4106999195494772
発生場所1=学校内・校舎外（園内・園舎外） | 給付年度=2,場合別1=課外指導,3,81,0.01054412913303827,0.5225806451612903,1.4105637793847619
給付年度=30,被災学年=2 | 被災学校種=高,3,85,0.011064826868003124,0.2109181141439206,1.410159227896952
給付年度=21,和暦=平成 | 性別=女,3,148,0.019265816193699558,0.31965442764578833,1.4096356562427932
和暦=平成 | 場合別1=学校行事,被災学年=3,3,94,0.012236396771674042,0.3122923588039867,1.4095357816288048
場合別2=登校（登園）中 | 発生場所2=道路,性別=女,3,94,0.012236396771674042,0.4034334763948498,1.409356964831849
場合別2=体育的部活動 | 発生場所1=学校内・校舎外（園内・園舎外）,被災学年=1,3,568,0.07393907836500911,0.4068767908309456,1.4092098769897763
被災学年=1,場合別2=体育的部活動 | 発生場所1=学校内・校舎外（園内・園舎外）,3,568,0.07393907836500911,0.2560865644724977,1.409209876989776
給付年度=25,和暦=平成 | 発生場所1=学校内・校舎外（園内・園舎外）,3,161,0.020958083832335328,0.4236842105263158,1.4083695825457194
場合別1=各教科等 | 被災学校種=中,発生場所1=学校内・校舎内（園内・園舎内）,3,255,0.033194480604009376,0.5743243243243243,1.4082219787613979
場合別2=下校（降園）中 | 発生場所2=道路,被災学校種=小,3,103,0.013407966675344963,0.3539518900343643,1.4081089690543689
給付年度=22,和暦=平成 | 場合別1=休憩時間,3,115,0.014970059880239521,0.2462526766595289,1.4075245997756705
被災学校種=小,和暦=平成 | 性別=女,3,616,0.08018745118458735,0.3190056965302952,1.4067748339527713
和暦=平成 | 性別=女,被災学校種=小,3,616,0.08018745118458735,0.35361653272101035,1.4067748339527713
給付年度=18,和暦=平成 | 発生場所1=学校内・校舎内（園内・園舎内）,3,227,0.029549596459255402,0.44861660079051385,1.4060680241830792
和暦=平成 | 場合別2=体育的部活動,発生場所2=運動場・校庭（園庭）,3,1061,0.13811507419942723,0.4988246356370475,1.4057119776096108
発生場所2=運動場・校庭（園庭）,和暦=平成 | 場合別2=体育的部活動,3,1061,0.13811507419942723,0.3892149669845928,1.4057119776096105
発生場所1=学校内・校舎外（園内・園舎外） | 被災学校種=小,性別=女,3,292,0.03801093465243426,0.4022038567493113,1.4050614040692175
競技種目=サッカー・フットサル | 被災学校種=高,発生場所1=学校外（園外）,3,86,0.011195001301744337,0.29553264604810997,1.4048773434044435
性別=男 | 発生場所1=学校外（園外）,競技種目=野球（含軟式）,3,241,0.03137203853163239,0.20406435224386113,1.4034219820388014
競技種目=野球（含軟式）,性別=男 | 発生場所1=学校外（園外）,3,241,0.03137203853163239,0.21575649059982094,1.4034219820388012
給付年度=23,和暦=平成 | 被災学校種=高,3,157,0.020437386097370478,0.4120734908136483,1.4031686863610133
場合別2=登校（登園）中,性別=女,2,100,0.013017443374121323,0.40160642570281124,1.4029743348108212
場合別1=通学中 | 場合別2=登校（登園）中,性別=女,3,100,0.013017443374121323,0.40160642570281124,1.4029743348108212
場合別2=登校（登園）中 | 発生場所1=学校外（園外）,性別=女,3,100,0.013017443374121323,0.40160642570281124,1.4029743348108212
発生場所2=学校外運動場・競技場 | 競技種目=野球（含軟式）,被災学年=2,3,102,0.01327779224160375,0.44541484716157204,1.4029015399324298
和暦=平成 | 発生場所2=学校外運動場・競技場,被災学年=2,3,167,0.021739130434782608,0.44533333333333336,1.4026447997813314
場合別1=課外指導 | 給付年度=22,発生場所1=学校内・校舎外（園内・園舎外）,3,83,0.010804478000520697,0.535483870967742,1.4025186146519584
給付年度=18,和暦=平成 | 被災学校種=小,3,143,0.01861494402499349,0.2826086956521739,1.402454780361757
和暦=令和 | 被災学校種=高,発生場所1=学校外（園外）,3,204,0.0265555844832075,0.2947976878612717,1.4013835632118126
発生場所1=学校内・校舎外（園内・園舎外） | 被災学年=3,競技種目=野球（含軟式）,3,130,0.016922676386357718,0.20376175548589343,1.4013409182118473
発生場所1=学校外（園外） | 競技種目=野球（含軟式）,被災学年=2,3,109,0.014189013277792241,0.4448979591836735,1.4012735229393112
競技種目=バスケットボール,被災学校種=中,2,140,0.01822442072376985,0.4057971014492754,1.4010486891385767
場合別1=課外指導 | 給付年度=29,発生場所1=学校内・校舎外（園内・園舎外）,3,85,0.011064826868003124,0.5345911949685535,1.4001805522497197
場合別2=下校（降園）中,和暦=平成 | 被災学校種=小,3,90,0.01171569903670919,0.28213166144200624,1.4000874826857184
給付年度=29,和暦=平成 | 場合別1=課外指導,3,159,0.0206977349648529,0.39949748743718594,1.4000637310640796
被災学年=6,和暦=平成 | 性別=女,3,139,0.018094246290028638,0.317351598173516,1.3994804690981342
被災学年=1,場合別1=課外指導 | 発生場所1=学校内・校舎外（園内・園舎外）,3,572,0.07445977609997396,0.25788999098286747,1.3990896262220254
場合別1=課外指導 | 発生場所1=学校内・校舎外（園内・園舎外）,被災学年=1,3,572,0.07445977609997396,0.403954802259887,1.3990896262220252
場合別1=課外指導 | 被災学校種=中,被災学年=2,3,421,0.05480343660505077,0.4440928270042194,1.3987376371654012
場合別2=体育的部活動 | 被災学校種=中,被災学年=2,3,409,0.05324134340015621,0.44408251900108575,1.3987051705479052
和暦=平成 | 場合別2=下校（降園）中,被災学校種=小,3,90,0.01171569903670919,0.3515625,1.3986033790781978
性別=男 | 発生場所2=道路,被災学校種=高,3,213,0.02772715438687842,0.5365239294710328,1.398092546199618
場合別2=体育（保健体育）,性別=男 | 被災学年=3,3,244,0.03176256183285603,0.22447102115915363,1.3973957735369678
発生場所1=学校内・校舎内（園内・園舎内） | 被災学校種=小,性別=女,3,386,0.0502473314241083,0.4,1.397362437471578
発生場所1=学校内・校舎内（園内・園舎内） | 給付年度=22,性別=女,3,78,0.010153605831814632,0.4,1.397362437471578
発生場所1=学校内・校舎内（園内・園舎内） | 被災学年=1,被災学校種=中,3,329,0.04282738870085915,0.4046740467404674,1.3971712481169756
被災学年=6,性別=男 | 発生場所1=学校内・校舎内（園内・園舎内）,3,163,0.021218432699817755,0.3721461187214612,1.396593299471551
性別=女,被災学校種=小,2,771,0.1003644884144754,0.3506139154160982,1.3948296728257206
被災学校種=小,性別=女,2,771,0.1003644884144754,0.39927498705334025,1.3948296728257206
発生場所2=廊下,被災学校種=中,2,197,0.025644363447019005,0.4036885245901639,1.3937686498434332
発生場所1=学校内・校舎内（園内・園舎内） | 発生場所2=廊下,被災学校種=中,3,197,0.025644363447019005,0.4036885245901639,1.3937686498434332
場合別2=体育的部活動 | 被災学年=1,発生場所1=学校内・校舎外（園内・園舎外）,3,568,0.07393907836500911,0.5318352059925093,1.3929621726677317
給付年度=20,和暦=平成 | 場合別1=各教科等,3,93,0.01210622233793283,0.2,1.3929283771532186
競技種目=ラグビー,和暦=平成 | 性別=男,3,81,0.01054412913303827,0.7788461538461539,1.3927132574129781
通学方法=自転車,性別=男 | 被災学年=1,3,104,0.013538141109086176,0.29213483146067415,1.3921710764769843
給付年度=30,和暦=平成 | 発生場所1=学校内・校舎内（園内・園舎内）,3,179,0.023301223639677168,0.4441687344913151,1.3921273840727386
給付年度=22,和暦=平成 | 被災学校種=小,3,131,0.01705285082009893,0.28051391862955033,1.392059381726231
発生場所2=学校外運動場・競技場,和暦=令和 | 性別=男,3,106,0.013798489976568603,0.2150101419878296,1.391497818660916
和暦=平成 | 発生場所2=廊下,被災学校種=中,3,160,0.020827909398594115,0.40302267002518893,1.3914697308465174
場合別2=体育的部活動 | 給付年度=18,発生場所1=学校内・校舎外（園内・園舎外）,3,85,0.011064826868003124,0.53125,1.391429423798159
発生場所2=運動場・校庭（園庭）,場合別1=課外指導 | 被災学校種=高,3,898,0.11689664149960947,0.3294203961848863,1.3912080722882334
場合別1=課外指導 | 被災学校種=高,発生場所2=運動場・校庭（園庭）,3,898,0.11689664149960947,0.4936778449697636,1.3912080722882334
競技種目=ソフトボール,和暦=平成 | 被災学校種=高,3,87,0.01132517573548555,0.4084507042253521,1.390832584157427
給付年度=17,和暦=平成 | 被災学校種=小,3,123,0.016011455350169228,0.28018223234624146,1.3904133778319296
和暦=平成 | 場合別2=昼食時休憩時間中,発生場所1=学校内・校舎内（園内・園舎内）,3,241,0.03137203853163239,0.5670588235294117,1.3904072398190044
和暦=平成 | 競技種目=野球（含軟式）,被災学年=2,3,388,0.05050768029159073,0.44141069397042093,1.3902898528416456
性別=女,和暦=平成 | 被災学校種=小,3,616,0.08018745118458735,0.28012733060482037,1.3901409261668154
和暦=平成 | 被災学校種=小,性別=女,3,616,0.08018745118458735,0.3979328165374677,1.3901409261668152
給付年度=27 | 被災学校種=高,被災学年=2,3,79,0.010283780265555844,0.441340782122905,1.390069654886493
発生場所2=学校外運動場・競技場 | 競技種目=サッカー・フットサル,性別=男,3,123,0.016011455350169228,0.9919354838709677,1.3897589617174493
発生場所1=学校外（園外）,被災学年=1 | 被災学校種=高,3,325,0.042306690965894296,0.20111386138613863,1.3893495352233067
被災学年=1 | 被災学校種=高,発生場所1=学校外（園外）,3,325,0.042306690965894296,0.2922661870503597,1.3893495352233065
場合別1=課外指導 | 競技種目=バスケットボール,被災学年=2,3,101,0.013147617807862536,0.4410480349344978,1.3891476032664256
場合別2=体育的部活動 | 競技種目=バスケットボール,被災学年=2,3,101,0.013147617807862536,0.4410480349344978,1.3891476032664256
場合別1=課外指導 | 給付年度=18,発生場所1=学校内・校舎外（園内・園舎外）,3,88,0.011455350169226764,0.5301204819277109,1.388471033811345
給付年度=29,和暦=平成 | 場合別2=体育的部活動,3,153,0.019916688362405625,0.3844221105527638,1.388401811596771
発生場所2=運動場・校庭（園庭） | 被災学年=2,被災学校種=高,3,466,0.060661286123405364,0.5325714285714286,1.3877929831362668
給付年度=21,和暦=平成 | 被災学年=1,3,142,0.018484769591252278,0.30669546436285094,1.3875350749325213
和暦=令和 | 場合別2=体育的部活動,発生場所2=体育館・屋内運動場,3,142,0.018484769591252278,0.22611464968152867,1.3873903664964082
給付年度=25,和暦=平成 | 発生場所2=運動場・校庭（園庭）,3,147,0.019135641759958345,0.3868421052631579,1.3873581011351908
和暦=平成 | 場合別1=各教科等,被災学年=3,3,339,0.04412913303827128,0.3073436083408885,1.3871995295386048
競技種目=野球（含軟式）,和暦=平成 | 被災学年=2,3,388,0.05050768029159073,0.34735899731423453,1.386908428985421
和暦=平成 | 被災学年=2,競技種目=野球（含軟式）,3,388,0.05050768029159073,0.20166320166320167,1.386908428985421
和暦=令和 | 発生場所1=学校外（園外）,場合別2=体育的部活動,3,169,0.021999479302265035,0.4970588235294118,1.3859912458631365
被災学年=4,和暦=平成 | 性別=女,3,132,0.017183025253840144,0.3142857142857143,1.385960308348368
発生場所1=学校内・校舎外（園内・園舎外） | 給付年度=28,場合別1=課外指導,3,77,0.010023431398073419,0.5133333333333333,1.3856031857577886
和暦=令和 | 発生場所2=運動場・校庭（園庭）,場合別2=体育的部活動,3,290,0.037750585784951836,0.4965753424657534,1.3846431146359048
競技種目=サッカー・フットサル | 被災学校種=中,性別=男,3,168,0.02186930486852382,0.9882352941176471,1.384574781946337
場合別1=課外指導 | 性別=女,被災学年=1,3,215,0.027987503254360842,0.3996282527881041,1.384104706004606
和暦=平成 | 競技種目=ラグビー,性別=男,3,81,0.01054412913303827,0.9878048780487805,1.3839717441493218
給付年度=25,和暦=平成 | 場合別1=休憩時間,3,92,0.011976047904191617,0.24210526315789474,1.3838189223057644
発生場所2=体育館・屋内運動場 | 被災学年=2,場合別1=課外指導,3,223,0.02902889872429055,0.5126436781609195,1.3837416499058972
場合別2=体育（保健体育） | 発生場所1=学校内・校舎内（園内・園舎内）,被災学年=3,3,164,0.021348607133558968,0.30654205607476637,1.3835817125536753
性別=女 | 被災学年=6,発生場所1=学校内・校舎内（園内・園舎内）,3,97,0.012626920072897682,0.563953488372093,1.3827930729889621
給付年度=27,和暦=平成 | 被災学校種=中,3,137,0.01783389742254621,0.31786542923433875,1.382696617994445
発生場所2=運動場・校庭（園庭） | 被災学校種=小,性別=女,3,262,0.03410570164019786,0.3957703927492447,1.3825867017279208
場合別2=体育的部活動,発生場所2=運動場・校庭（園庭）,2,1351,0.17586565998437906,0.4903811252268603,1.3819177564169995
発生場所2=運動場・校庭（園庭）,場合別2=体育的部活動,2,1351,0.17586565998437906,0.4955979457079971,1.3819177564169995
発生場所2=運動場・校庭（園庭）,場合別1=課外指導 | 場合別2=体育的部活動,3,1351,0.17586565998437906,0.4955979457079971,1.3819177564169995
場合別1=課外指導 | 場合別2=体育的部活動,発生場所2=運動場・校庭（園庭）,3,1351,0.17586565998437906,0.4903811252268603,1.3819177564169995
和暦=平成 | 発生場所2=運動場・校庭（園庭）,場合別2=体育的部活動,3,1061,0.13811507419942723,0.49533146591970123,1.381174708237802
場合別2=体育的部活動,和暦=平成 | 発生場所2=運動場・校庭（園庭）,3,1061,0.13811507419942723,0.3851179673321234,1.3811747082378019
発生場所1=学校外（園外） | 競技種目=サッカー・フットサル,性別=男,3,129,0.016792501952616504,0.9847328244274809,1.379667619414902
場合別1=各教科等 | 被災学年=2,発生場所1=学校内・校舎内（園内・園舎内）,3,225,0.029289247591772975,0.5625,1.3792291733163102
給付年度=27,発生場所2=運動場・校庭（園庭） | 被災学校種=高,3,91,0.011845873470450404,0.2111368909512761,1.379212241741244
給付年度=25,和暦=平成 | 発生場所1=学校外（園外）,3,87,0.01132517573548555,0.22894736842105262,1.3783492822966508
場合別2=体育的部活動,発生場所1=学校内・校舎外（園内・園舎外） | 発生場所2=運動場・校庭（園庭）,3,1344,0.17495443894819057,0.48784029038112525,1.3782968410105936
発生場所1=学校内・校舎外（園内・園舎外） | 発生場所2=運動場・校庭（園庭）,場合別2=体育的部活動,3,1344,0.17495443894819057,0.4942993747701361,1.3782968410105936
発生場所1=学校外（園外） | 競技種目=野球（含軟式）,性別=男,3,241,0.03137203853163239,0.9836734693877551,1.378183401757566
場合別2=体育的部活動 | 発生場所1=学校内・校舎内（園内・園舎内）,被災学校種=中,3,249,0.032413434001562096,0.39903846153846156,1.377713915298185
場合別2=授業終了後の特定時間中,和暦=平成 | 性別=女,3,89,0.011585524602967977,0.312280701754386,1.3771184563014887
場合別1=課外指導 | 競技種目=バスケットボール,被災学校種=高,3,121,0.0157511064826868,0.5283842794759825,1.3768819657172653
場合別2=体育的部活動 | 競技種目=バスケットボール,被災学校種=高,3,121,0.0157511064826868,0.5283842794759825,1.3768819657172653
場合別1=各教科等,被災学年=3,2,445,0.057927623014839884,0.3050034270047978,1.3766370894540876
被災学年=3,場合別1=各教科等,2,445,0.057927623014839884,0.26145710928319627,1.3766370894540876
発生場所2=学校外運動場・競技場 | 競技種目=野球（含軟式）,性別=男,3,225,0.029289247591772975,0.982532751091703,1.376585189474095
和暦=令和 | 場合別2=体育（保健体育）,被災学年=3,3,86,0.011195001301744337,0.3049645390070922,1.3764615679509296
場合別2=体育（保健体育） | 性別=女,発生場所1=学校内・校舎内（園内・園舎内）,3,197,0.025644363447019005,0.5612535612535613,1.3761729516597057
場合別2=下校（降園）中 | 発生場所1=学校外（園外）,被災学校種=小,3,110,0.014319187711533454,0.34591194968553457,1.3761240794843483
和暦=平成 | 被災学年=6,性別=女,3,139,0.018094246290028638,0.3937677053824363,1.3755905014769783
給付年度=27 | 被災学校種=高,発生場所1=学校内・校舎外（園内・園舎外）,3,94,0.012236396771674042,0.5251396648044693,1.3754254705175362
性別=女 | 被災学校種=中,発生場所1=学校内・校舎内（園内・園舎内）,3,342,0.04451965633949492,0.5606557377049181,1.3747071104529782
被災学校種=高,和暦=平成 | 発生場所1=学校外（園外）,3,673,0.0876073939078365,0.22829036635006783,1.3743938826812079
和暦=平成 | 発生場所1=学校外（園外）,被災学校種=高,3,673,0.0876073939078365,0.5274294670846394,1.3743938826812077
競技種目=ラグビー,性別=男,2,102,0.01327779224160375,0.9807692307692307,1.3741143955442696
和暦=令和 | 発生場所1=学校外（園外）,場合別1=課外指導,3,173,0.022520177037229888,0.5088235294117647,1.3734302013145383
場合別1=課外指導 | 競技種目=ラグビー,性別=男,3,98,0.012757094506638896,0.98,1.3730366587634506
場合別2=体育的部活動 | 競技種目=ラグビー,性別=男,3,98,0.012757094506638896,0.98,1.3730366587634506
発生場所1=学校内・校舎外（園内・園舎外） | 被災学年=2,被災学校種=高,3,492,0.06404582140067691,0.5267665952890792,1.3726665485110945
性別=女 | 被災学校種=小,場合別1=各教科等,3,201,0.02616506118198386,0.2607003891050584,1.3726527684064829
場合別1=課外指導 | 被災学年=1,発生場所1=学校内・校舎外（園内・園舎外）,3,572,0.07445977609997396,0.5238095238095238,1.3719416167421625
場合別1=課外指導 | 給付年度=20,発生場所1=学校内・校舎外（園内・園舎外）,3,77,0.010023431398073419,0.5238095238095238,1.3719416167421625
被災学年=6,性別=女,2,172,0.022390002603488675,0.3926940639269406,1.3718398358739234
場合別2=下校（降園）中,被災学校種=小,2,110,0.014319187711533454,0.3448275862068966,1.3718102108966232
場合別1=通学中 | 場合別2=下校（降園）中,被災学校種=小,3,110,0.014319187711533454,0.3448275862068966,1.3718102108966232
発生場所2=運動場・校庭（園庭）,和暦=平成 | 場合別1=課外指導,3,1067,0.13889612080187452,0.3914159941305943,1.3717416363646102
和暦=平成 | 場合別1=課外指導,発生場所2=運動場・校庭（園庭）,3,1067,0.13889612080187452,0.48677007299270075,1.3717416363646102
性別=女 | 発生場所1=学校内・校舎外（園内・園舎外）,場合別1=休憩時間,3,199,0.02590471231450143,0.2935103244837758,1.3715001901973027
競技種目=ラグビー | 被災学校種=高,性別=男,3,92,0.011976047904191617,0.9787234042553191,1.3712480743186872
競技種目=野球（含軟式） | 被災学校種=中,性別=男,3,275,0.035797969278833636,0.9786476868327402,1.3711419898320463
場合別2=体育（保健体育）,和暦=平成 | 被災学年=3,3,263,0.034235876073939076,0.24195032198712052,1.370694965711696
発生場所2=運動場・校庭（園庭） | 被災学校種=高,被災学年=1,3,465,0.06053111168966415,0.39540816326530615,1.3694885077565744
被災学年=1,発生場所2=運動場・校庭（園庭） | 被災学校種=高,3,465,0.06053111168966415,0.2096483318304779,1.3694885077565742
発生場所2=運動場・校庭（園庭）,場合別2=体育的部活動 | 被災学年=2,3,561,0.07302785732882063,0.2057960381511372,1.3687663766900744
場合別2=体育的部活動 | 被災学年=2,発生場所2=運動場・校庭（園庭）,3,561,0.07302785732882063,0.4857142857142857,1.3687663766900744
競技種目=野球（含軟式） | 被災学年=2,性別=男,3,462,0.06014058838844051,0.9767441860465116,1.368475075179519
場合別2=登校（登園）中 | 発生場所2=道路,被災学年=1,3,92,0.011976047904191617,0.3948497854077253,1.3675545768720225
給付年度=30,場合別1=課外指導 | 被災学年=2,3,85,0.011064826868003124,0.2109181141439206,1.3673189475557788
性別=女 | 発生場所2=運動場・校庭（園庭）,場合別1=休憩時間,3,181,0.023561572507159595,0.2924071082390953,1.3663451371610282
場合別2=体育（保健体育） | 被災学年=3,発生場所1=学校内・校舎外（園内・園舎外）,3,182,0.02369174694090081,0.5214899713467048,1.3658663347716968
和暦=令和 | 競技種目=野球（含軟式）,性別=男,3,232,0.03020046862796147,0.9747899159663865,1.3657370298110125
場合別1=課外指導 | 競技種目=サッカー・フットサル,性別=男,3,347,0.04517052850820099,0.9747191011235955,1.3656378141220975
場合別2=体育的部活動 | 競技種目=サッカー・フットサル,性別=男,3,347,0.04517052850820099,0.9747191011235955,1.3656378141220975
和暦=令和 | 被災学年=3,発生場所2=体育館・屋内運動場,3,77,0.010023431398073419,0.22254335260115607,1.3654776634840902
給付年度=23,和暦=平成 | 場合別1=休憩時間,3,91,0.011845873470450404,0.2388451443569554,1.365184820647419
場合別1=課外指導 | 競技種目=野球（含軟式）,被災学年=1,3,437,0.05688622754491018,0.39404869251578,1.3647800071714256
場合別2=体育的部活動 | 競技種目=野球（含軟式）,被災学年=1,3,437,0.05688622754491018,0.39404869251578,1.3647800071714256
和暦=令和 | 発生場所2=体育館・屋内運動場,性別=女,3,125,0.016271804217651654,0.390625,1.364611755343338
和暦=平成 | 被災学年=4,性別=女,3,132,0.017183025253840144,0.3905325443786982,1.3642887703124873
発生場所2=廊下 | 被災学校種=小,性別=女,3,82,0.010674303566779484,0.3904761904761905,1.364091903246064
場合別2=体育（保健体育） | 被災学年=1,被災学校種=中,3,94,0.012236396771674042,0.3949579831932773,1.3636257199509014
場合別2=昼食時休憩時間中 | 性別=男,発生場所1=学校内・校舎内（園内・園舎内）,3,213,0.02772715438687842,0.556135770234987,1.3636243175694764
場合別2=体育的部活動 | 発生場所2=学校外運動場・競技場,被災学年=2,3,206,0.026815933350689925,0.4327731092436975,1.3630844711808463
場合別2=体育的部活動 | 発生場所1=学校外（園外）,被災学年=2,3,318,0.0413954699297058,0.4326530612244898,1.3627063617574953
場合別1=課外指導 | 競技種目=サッカー・フットサル,被災学年=2,3,154,0.020046862796146838,0.43258426966292135,1.3624896923126535
場合別2=体育的部活動 | 競技種目=サッカー・フットサル,被災学年=2,3,154,0.020046862796146838,0.43258426966292135,1.3624896923126535
競技種目=野球（含軟式）,和暦=平成 | 性別=男,3,851,0.11077844311377245,0.7618621307072516,1.3623428510458815
給付年度=25,和暦=平成 | 被災学校種=中,3,119,0.015490757615204374,0.3131578947368421,1.362219109495142
和暦=平成 | 通学方法=自転車,性別=女,3,106,0.013798489976568603,0.3897058823529412,1.3614009041542947
競技種目=野球（含軟式）,被災学年=1,2,439,0.057146576412392604,0.39301700984780663,1.3612067942519614
場合別1=通学中 | 発生場所2=道路,被災学校種=高,3,284,0.036969539182504556,0.5220588235294118,1.3603988746109028
場合別1=課外指導 | 発生場所2=学校外運動場・競技場,被災学年=2,3,206,0.026815933350689925,0.43186582809224316,1.3602268517444085
性別=男 | 発生場所2=体育館・屋内運動場,被災学校種=高,3,429,0.05584483207498048,0.5218978102189781,1.3599793005774048
場合別1=課外指導 | 競技種目=野球（含軟式）,性別=男,3,1076,0.14006769070554542,0.9702434625788999,1.3593671857616467
場合別2=体育的部活動 | 競技種目=野球（含軟式）,性別=男,3,1076,0.14006769070554542,0.9702434625788999,1.3593671857616467
場合別1=課外指導 | 給付年度=19,発生場所2=運動場・校庭（園庭）,3,82,0.010674303566779484,0.4823529411764706,1.3592939450174788
場合別1=各教科等 | 被災学校種=小,発生場所1=学校内・校舎内（園内・園舎内）,3,240,0.031241864097891175,0.5542725173210161,1.3590556904117606
発生場所1=学校内・校舎外（園内・園舎外） | 被災学校種=中,被災学年=3,3,239,0.031111689664149962,0.30100755667506296,1.3586016747225815
競技種目=野球（含軟式）,性別=男,2,1083,0.14097891174173394,0.9695613249776186,1.358411471544422
性別=女 | 発生場所2=体育館・屋内運動場,和暦=令和,3,125,0.016271804217651654,0.29069767441860467,1.358357381316132
発生場所1=学校内・校舎内（園内・園舎内）,場合別1=各教科等,2,808,0.10518094246290029,0.25789977657197577,1.357906842786784
場合別1=各教科等,発生場所1=学校内・校舎内（園内・園舎内）,2,808,0.10518094246290029,0.5538039753255655,1.357906842786784
発生場所2=運動場・校庭（園庭） | 給付年度=21,場合別1=課外指導,3,84,0.01093465243426191,0.5029940119760479,1.3576950105411103
発生場所1=学校内・校舎外（園内・園舎外）,和暦=平成 | 場合別2=体育的部活動,3,1102,0.14345222598281698,0.37572451414933516,1.3569890539234568
和暦=平成 | 場合別2=体育的部活動,発生場所1=学校内・校舎外（園内・園舎外）,3,1102,0.14345222598281698,0.5181006111894687,1.3569890539234568
性別=男 | 発生場所2=学校外運動場・競技場,被災学年=2,3,193,0.02512366571205415,0.43080357142857145,1.3568811134539918
競技種目=サッカー・フットサル | 被災学年=2,性別=男,3,184,0.023952095808383235,0.968421052631579,1.356813884062701
和暦=平成 | 競技種目=野球（含軟式）,性別=男,3,851,0.11077844311377245,0.9681456200227532,1.356427987053582
場合別2=昼食時休憩時間中,発生場所1=学校内・校舎内（園内・園舎内）,2,292,0.03801093465243426,0.553030303030303,1.3560098269641836
場合別1=休憩時間 | 場合別2=昼食時休憩時間中,発生場所1=学校内・校舎内（園内・園舎内）,3,292,0.03801093465243426,0.553030303030303,1.3560098269641836
被災学年=4,性別=女,2,163,0.021218432699817755,0.3880952380952381,1.3557742696896857
給付年度=29,和暦=平成 | 被災学校種=中,3,124,0.01614162978391044,0.31155778894472363,1.3552587399056437
発生場所1=学校外（園外） | 被災学校種=中,被災学年=2,3,185,0.02408227024212445,0.43023255813953487,1.355082620593648
給付年度=30,発生場所2=体育館・屋内運動場,2,89,0.011585524602967977,0.22084367245657568,1.355048795376529
和暦=平成 | 給付年度=30,発生場所2=体育館・屋内運動場,3,89,0.011585524602967977,0.22084367245657568,1.355048795376529
給付年度=30,発生場所1=学校内・校舎内（園内・園舎内） | 発生場所2=体育館・屋内運動場,3,89,0.011585524602967977,0.22084367245657568,1.355048795376529
被災学年=2,和暦=平成 | 場合別2=体育的部活動,3,915,0.11910960687321011,0.3751537515375154,1.3549276536488921
和暦=平成 | 場合別2=体育的部活動,被災学年=2,3,915,0.11910960687321011,0.4301833568406206,1.354927653648892
発生場所1=学校外（園外） | 被災学校種=小,性別=女,3,93,0.01210622233793283,0.3875,1.3536948613005912
発生場所1=学校内・校舎外（園内・園舎外） | 競技種目=野球（含軟式）,性別=男,3,798,0.10387919812548815,0.9661016949152542,1.3535643298083135
発生場所2=運動場・校庭（園庭） | 競技種目=野球（含軟式）,性別=男,3,794,0.1033585003905233,0.9659367396593674,1.3533332179579174
競技種目=野球（含軟式） | 被災学校種=高,性別=男,3,794,0.1033585003905233,0.9659367396593674,1.3533332179579174
性別=男 | 競技種目=野球（含軟式）,被災学年=1,3,423,0.0550637854725332,0.39058171745152354,1.3527722062500467
発生場所2=学校外運動場・競技場,和暦=平成 | 被災学年=2,3,167,0.021739130434782608,0.33874239350912777,1.3525047125452805
発生場所2=運動場・校庭（園庭） | 給付年度=21,場合別2=体育的部活動,3,81,0.01054412913303827,0.48502994011976047,1.3524500907441017
場合別2=体育的部活動 | 被災学校種=高,発生場所1=学校内・校舎外（園内・園舎外）,3,920,0.11976047904191617,0.5162738496071829,1.3522044707406682
発生場所1=学校内・校舎外（園内・園舎外）,場合別2=体育的部活動 | 被災学校種=高,3,920,0.11976047904191617,0.31367200818274804,1.352204470740668
被災学年=1,発生場所1=学校内・校舎外（園内・園舎外） | 被災学校種=高,3,486,0.06326477479822963,0.21911632100991885,1.352009299596945
発生場所1=学校内・校舎外（園内・園舎外） | 被災学校種=高,被災学年=1,3,486,0.06326477479822963,0.39036144578313253,1.352009299596945
