単語,歯牙出現事例数,歯牙事例出現率（％）,非歯牙出現事例数,非歯牙事例出現率（％）,出現率差（pt）,オッズ比,OR_95%CI下限,OR_95%CI上限,p値,p値下限丸め,0.5補正,BH補正p値,BH有意（5%）
取っ手,1,0.0632,11,0.1804,-0.1172,0.34984484542006666,0.045131905882645575,2.7118601236393425,0.47950785987491473,False,False,0.7809128003677184,False
受身,1,0.0632,11,0.1804,-0.1172,0.34984484542006666,0.045131905882645575,2.7118601236393425,0.47950785987491473,False,False,0.7809128003677184,False
吐き気,1,0.0632,11,0.1804,-0.1172,0.34984484542006666,0.045131905882645575,2.7118601236393425,0.47950785987491473,False,False,0.7809128003677184,False
小石,1,0.0632,11,0.1804,-0.1172,0.34984484542006666,0.045131905882645575,2.7118601236393425,0.47950785987491473,False,False,0.7809128003677184,False
後部,1,0.0632,11,0.1804,-0.1172,0.34984484542006666,0.045131905882645575,2.7118601236393425,0.47950785987491473,False,False,0.7809128003677184,False
慌てる,1,0.0632,11,0.1804,-0.1172,0.34984484542006666,0.045131905882645575,2.7118601236393425,0.47950785987491473,False,False,0.7809128003677184,False
武道,1,0.0632,11,0.1804,-0.1172,0.34984484542006666,0.045131905882645575,2.7118601236393425,0.47950785987491473,False,False,0.7809128003677184,False
目撃,1,0.0632,11,0.1804,-0.1172,0.34984484542006666,0.045131905882645575,2.7118601236393425,0.47950785987491473,False,False,0.7809128003677184,False
竹刀,1,0.0632,11,0.1804,-0.1172,0.34984484542006666,0.045131905882645575,2.7118601236393425,0.47950785987491473,False,False,0.7809128003677184,False
紙,1,0.0632,11,0.1804,-0.1172,0.34984484542006666,0.045131905882645575,2.7118601236393425,0.47950785987491473,False,False,0.7809128003677184,False
言い合う,1,0.0632,11,0.1804,-0.1172,0.34984484542006666,0.045131905882645575,2.7118601236393425,0.47950785987491473,False,False,0.7809128003677184,False
配膳,1,0.0632,11,0.1804,-0.1172,0.34984484542006666,0.045131905882645575,2.7118601236393425,0.47950785987491473,False,False,0.7809128003677184,False
防止,1,0.0632,11,0.1804,-0.1172,0.34984484542006666,0.045131905882645575,2.7118601236393425,0.47950785987491473,False,False,0.7809128003677184,False
防,7,0.4422,38,0.6231,-0.1809,0.7084390862944162,0.3157658277128399,1.5894244878394082,0.4649744359489131,False,False,0.7809128003677184,False
運動会,7,0.4422,40,0.6558,-0.2136,0.6727950507614213,0.30081973344400975,1.5047323363622147,0.4681257704091297,False,False,0.7809128003677184,False
帰宅,12,0.7581,60,0.9838,-0.2257,0.7688096753660089,0.41263200515997295,1.4324344925867716,0.4664588274193183,False,False,0.7809128003677184,False
手,123,7.7701,510,8.362,-0.592,0.9232433521353747,0.7520101705399759,1.133466435234671,0.472795972409196,False,False,0.7809128003677184,False
はずれる,1,0.0632,12,0.1968,-0.1336,0.32063843236409606,0.041659595172131976,2.4678349341637076,0.48897262409207576,False,False,0.7871266631726098,False
ケース,1,0.0632,12,0.1968,-0.1336,0.32063843236409606,0.041659595172131976,2.4678349341637076,0.48897262409207576,False,False,0.7871266631726098,False
ゲージ,1,0.0632,12,0.1968,-0.1336,0.32063843236409606,0.041659595172131976,2.4678349341637076,0.48897262409207576,False,False,0.7871266631726098,False
チップ,1,0.0632,12,0.1968,-0.1336,0.32063843236409606,0.041659595172131976,2.4678349341637076,0.48897262409207576,False,False,0.7871266631726098,False
メガネ,1,0.0632,12,0.1968,-0.1336,0.32063843236409606,0.041659595172131976,2.4678349341637076,0.48897262409207576,False,False,0.7871266631726098,False
体力,1,0.0632,12,0.1968,-0.1336,0.32063843236409606,0.041659595172131976,2.4678349341637076,0.48897262409207576,False,False,0.7871266631726098,False
分かる,1,0.0632,12,0.1968,-0.1336,0.32063843236409606,0.041659595172131976,2.4678349341637076,0.48897262409207576,False,False,0.7871266631726098,False
捕まえる,1,0.0632,12,0.1968,-0.1336,0.32063843236409606,0.041659595172131976,2.4678349341637076,0.48897262409207576,False,False,0.7871266631726098,False
水中,1,0.0632,12,0.1968,-0.1336,0.32063843236409606,0.041659595172131976,2.4678349341637076,0.48897262409207576,False,False,0.7871266631726098,False
浴びる,1,0.0632,12,0.1968,-0.1336,0.32063843236409606,0.041659595172131976,2.4678349341637076,0.48897262409207576,False,False,0.7871266631726098,False
男児,1,0.0632,12,0.1968,-0.1336,0.32063843236409606,0.041659595172131976,2.4678349341637076,0.48897262409207576,False,False,0.7871266631726098,False
立てかける,1,0.0632,12,0.1968,-0.1336,0.32063843236409606,0.041659595172131976,2.4678349341637076,0.48897262409207576,False,False,0.7871266631726098,False
組み,1,0.0632,12,0.1968,-0.1336,0.32063843236409606,0.041659595172131976,2.4678349341637076,0.48897262409207576,False,False,0.7871266631726098,False
自席,1,0.0632,12,0.1968,-0.1336,0.32063843236409606,0.041659595172131976,2.4678349341637076,0.48897262409207576,False,False,0.7871266631726098,False
自然,1,0.0632,12,0.1968,-0.1336,0.32063843236409606,0.041659595172131976,2.4678349341637076,0.48897262409207576,False,False,0.7871266631726098,False
ブロック,8,0.5054,42,0.6886,-0.1833,0.7325170068027211,0.34321959445049655,1.5633756753145116,0.48697583875454914,False,False,0.7871266631726098,False
片付け,8,0.5054,43,0.705,-0.1997,0.7153636028054633,0.33565336904470205,1.5246237083074197,0.48754488138253627,False,False,0.7871266631726098,False
クラス,20,1.2634,93,1.5248,-0.2614,0.8263678203620003,0.5081327600535559,1.3439081834791935,0.48404837793943506,False,False,0.7871266631726098,False
姿勢,4,0.2527,24,0.3935,-0.1408,0.6412286257124763,0.22216451323569508,1.850764302743953,0.4913669812109834,False,False,0.7889592848747476,False
指示,4,0.2527,24,0.3935,-0.1408,0.6412286257124763,0.22216451323569508,1.850764302743953,0.4913669812109834,False,False,0.7889592848747476,False
軽い,4,0.2527,24,0.3935,-0.1408,0.6412286257124763,0.22216451323569508,1.850764302743953,0.4913669812109834,False,False,0.7889592848747476,False
フリー,4,0.2527,25,0.4099,-0.1572,0.615478150728309,0.21388875085399373,1.7710765643889679,0.49168395624371236,False,False,0.7889592848747476,False
走り高跳び,4,0.2527,25,0.4099,-0.1572,0.615478150728309,0.21388875085399373,1.7710765643889679,0.49168395624371236,False,False,0.7889592848747476,False
向き,4,0.2527,26,0.4263,-0.1736,0.5917084815121547,0.20620487016431008,1.6979178368310839,0.49579405979166047,False,False,0.7950457173641204,False
かがむ,4,0.2527,10,0.164,0.0887,1.542495250158328,0.48312946403314877,4.924749521378298,0.5056844950616965,False,False,0.8072926248343316,False
じゃれる,4,0.2527,10,0.164,0.0887,1.542495250158328,0.48312946403314877,4.924749521378298,0.5056844950616965,False,False,0.8072926248343316,False
ぬれる,4,0.2527,10,0.164,0.0887,1.542495250158328,0.48312946403314877,4.924749521378298,0.5056844950616965,False,False,0.8072926248343316,False
突き,4,0.2527,10,0.164,0.0887,1.542495250158328,0.48312946403314877,4.924749521378298,0.5056844950616965,False,False,0.8072926248343316,False
置き場,4,0.2527,10,0.164,0.0887,1.542495250158328,0.48312946403314877,4.924749521378298,0.5056844950616965,False,False,0.8072926248343316,False
躓く,4,0.2527,10,0.164,0.0887,1.542495250158328,0.48312946403314877,4.924749521378298,0.5056844950616965,False,False,0.8072926248343316,False
追いつく,4,0.2527,10,0.164,0.0887,1.542495250158328,0.48312946403314877,4.924749521378298,0.5056844950616965,False,False,0.8072926248343316,False
部員,29,1.832,98,1.6068,0.2251,1.142732382528301,0.7522803706840714,1.735838590193932,0.5083541173909962,False,False,0.8110382483566275,False
体,43,2.7164,188,3.0825,-0.3661,0.8779117159436308,0.6273554314623384,1.2285363963368492,0.5086993449470245,False,False,0.8110730814539971,False
階,24,1.5161,110,1.8036,-0.2875,0.8381596594553619,0.5370702809293104,1.3080441046239781,0.5177975800963677,False,False,0.8250548480823953,False
周り,5,0.3159,28,0.4591,-0.1432,0.6870133985152996,0.26484781073450847,1.782108028118369,0.5240112200868066,False,False,0.8338512369632171,False
グループ,5,0.3159,29,0.4755,-0.1596,0.6632140203662428,0.25630910514946614,1.7161030489098537,0.5246480270845122,False,False,0.8338512369632171,False
スライディング,5,0.3159,29,0.4755,-0.1596,0.6632140203662428,0.25630910514946614,1.7161030489098537,0.5246480270845122,False,False,0.8338512369632171,False
度,5,0.3159,29,0.4755,-0.1596,0.6632140203662428,0.25630910514946614,1.7161030489098537,0.5246480270845122,False,False,0.8338512369632171,False
きる,4,0.2527,11,0.1804,0.0723,1.4020381138810525,0.4458358837912934,4.40904589388174,0.5279695022671285,False,False,0.8365998263721426,False
ファール,4,0.2527,11,0.1804,0.0723,1.4020381138810525,0.4458358837912934,4.40904589388174,0.5279695022671285,False,False,0.8365998263721426,False
小走り,4,0.2527,11,0.1804,0.0723,1.4020381138810525,0.4458358837912934,4.40904589388174,0.5279695022671285,False,False,0.8365998263721426,False
逸れる,4,0.2527,11,0.1804,0.0723,1.4020381138810525,0.4458358837912934,4.40904589388174,0.5279695022671285,False,False,0.8365998263721426,False
縁,5,0.3159,30,0.4919,-0.176,0.6410012674271229,0.24830129526169922,1.6547743917732076,0.5283788377087216,False,False,0.8365998263721426,False
飛び降りる,5,0.3159,30,0.4919,-0.176,0.6410012674271229,0.24830129526169922,1.6547743917732076,0.5283788377087216,False,False,0.8365998263721426,False
コート,17,1.0739,81,1.3281,-0.2542,0.8065370606877631,0.4767164283067804,1.3645471220140963,0.5292613376689166,False,False,0.8374684131694907,False
くる,149,9.4125,548,8.9851,0.4274,1.0525137688462674,0.8702398987846012,1.2729653457145949,0.5893641767809993,False,False,0.8405098521711456,False
転ぶ,36,2.2742,123,2.0167,0.2574,1.1306226055150015,0.7766045192459169,1.646021165757273,0.5519559580502842,False,False,0.8405098521711456,False
階段,43,2.7164,151,2.4758,0.2405,1.099870989937215,0.7802012439885965,1.550518156470859,0.589726384863524,False,False,0.8405098521711456,False
つかむ,16,1.0107,52,0.8526,0.1581,1.1873742084335575,0.676150331789089,2.0851243348838473,0.5474103239402004,False,False,0.8405098521711456,False
部室,10,0.6317,30,0.4919,0.1398,1.2860775588048314,0.6273572819839782,2.6364490135999334,0.5553907479980306,False,False,0.8405098521711456,False
溝,11,0.6949,34,0.5575,0.1374,1.2482225714713366,0.6310250485675875,2.469093091418916,0.5782575505229411,False,False,0.8405098521711456,False
取り合い,9,0.5685,28,0.4591,0.1094,1.2397667453258305,0.583827893017153,2.632662127314024,0.5441080076485805,False,False,0.8405098521711456,False
出来る,5,0.3159,14,0.2295,0.0863,1.3771953648379505,0.4953019998210247,3.8293143851962803,0.568913009512987,False,False,0.8405098521711456,False
長い,5,0.3159,14,0.2295,0.0863,1.3771953648379505,0.4953019998210247,3.8293143851962803,0.568913009512987,False,False,0.8405098521711456,False
いたずら,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
かえる,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
くも膜,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
ごみ,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
すき間,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
たてる,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
つくる,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
つっこむ,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
ねじれる,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
はめる,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
はり,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
ひねり,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
ぶる,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
ほお骨,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
まわす,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
もめる,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
わき,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
アンカー,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
エッジ,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
カップ,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
カレー,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
ガス,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
ガーゼ,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
コンビネーション,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
シューズ,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
スコップ,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
ステップ,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
スライド,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
バンド,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
マス,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
レバー,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
レーン,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
一斉,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
下足,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
下車,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
不自然,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
中段,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
交互,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
人指し指,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
付着,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
伸びる,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
個,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
内股,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
写真,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
凶行,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
刀,0,0.0,5,0.082,-0.082,0.34988661480609695,0.019336016113232022,6.331223686594632,0.5905017382478304,False,True,0.8405098521711456,False
